Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Partnership Health Plan,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP_SUP-60050088-574912,OUTPATIENT,INSRT TIB MEDIAL SZ 7-8 12MM,C1776,,278,"$3,150.00 ","$2,520.00 ","$2,583.00 ","$2,394.00 ","$2,362.50 ",,"$2,583.00 ","$2,362.50 ","$2,331.00 ","$1,764.00 ",,"$2,583.00 ","$2,394.00 ","$2,362.50 ","$1,858.50 ",,"$2,583.00 ","$2,394.00 ","$2,362.50 ","$2,583.00 ","$2,362.50 ","$2,331.00 ",,"$2,709.00 ",,"$2,772.00 ",,,"$1,984.50 ","$2,583.00 ","$2,457.00 ","$2,331.00 ",,"$2,394.00 ","$1,858.50 ","$1,764.00 ","$2,772.00 "
OP_SUP-60050088-579757,OUTPATIENT,FEM ATTUNE POROCOAT PS RT SZ6,C1776,,278,"$37,644.00 ","$30,115.20 ","$30,868.08 ","$28,609.44 ","$28,233.00 ",,"$30,868.08 ","$28,233.00 ","$27,856.56 ","$21,080.64 ",,"$30,868.08 ","$28,609.44 ","$28,233.00 ","$22,209.96 ",,"$30,868.08 ","$28,609.44 ","$28,233.00 ","$30,868.08 ","$28,233.00 ","$27,856.56 ",,"$32,373.84 ",,"$33,126.72 ",,,"$23,715.72 ","$30,868.08 ","$29,362.32 ","$27,856.56 ",,"$28,609.44 ","$22,209.96 ","$21,080.64 ","$33,126.72 "
OP_SUP-60050088-579858,OUTPATIENT,IMP EXPAN GLENOSPHERE 36MM,C1776,,278,"$7,200.00 ","$5,760.00 ","$5,904.00 ","$5,472.00 ","$5,400.00 ",,"$5,904.00 ","$5,400.00 ","$5,328.00 ","$4,032.00 ",,"$5,904.00 ","$5,472.00 ","$5,400.00 ","$4,248.00 ",,"$5,904.00 ","$5,472.00 ","$5,400.00 ","$5,904.00 ","$5,400.00 ","$5,328.00 ",,"$6,192.00 ",,"$6,336.00 ",,,"$4,536.00 ","$5,904.00 ","$5,616.00 ","$5,328.00 ",,"$5,472.00 ","$4,248.00 ","$4,032.00 ","$6,336.00 "
OP_SUP-60050088-579996,OUTPATIENT,FEM OX JOURNEY II SZ8 LM/RL,C1776,,278,"$10,350.01 ","$8,280.01 ","$8,487.01 ","$7,866.01 ","$7,762.51 ",,"$8,487.01 ","$7,762.51 ","$7,659.01 ","$5,796.01 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$6,106.51 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$8,487.01 ","$7,762.51 ","$7,659.01 ",,"$8,901.01 ",,"$9,108.01 ",,,"$6,520.51 ","$8,487.01 ","$8,073.01 ","$7,659.01 ",,"$7,866.01 ","$6,106.51 ","$5,796.01 ","$9,108.01 "
OP_SUP-60050088-580156,OUTPATIENT,INSRT PERFORM SZ3/4 42MM 6,C1776,,278,"$10,500.00 ","$8,400.00 ","$8,610.00 ","$7,980.00 ","$7,875.00 ",,"$8,610.00 ","$7,875.00 ","$7,770.00 ","$5,880.00 ",,"$8,610.00 ","$7,980.00 ","$7,875.00 ","$6,195.00 ",,"$8,610.00 ","$7,980.00 ","$7,875.00 ","$8,610.00 ","$7,875.00 ","$7,770.00 ",,"$9,030.00 ",,"$9,240.00 ",,,"$6,615.00 ","$8,610.00 ","$8,190.00 ","$7,770.00 ",,"$7,980.00 ","$6,195.00 ","$5,880.00 ","$9,240.00 "
OP_SUP-60050088-580430,OUTPATIENT,BASE PLATE TIB JOURNEY LFT SZ7,C1776,,278,"$5,700.00 ","$4,560.00 ","$4,674.00 ","$4,332.00 ","$4,275.00 ",,"$4,674.00 ","$4,275.00 ","$4,218.00 ","$3,192.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$3,363.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$4,674.00 ","$4,275.00 ","$4,218.00 ",,"$4,902.00 ",,"$5,016.00 ",,,"$3,591.00 ","$4,674.00 ","$4,446.00 ","$4,218.00 ",,"$4,332.00 ","$3,363.00 ","$3,192.00 ","$5,016.00 "
OP_SUP-60050088-580635,OUTPATIENT,LINER OR3O D MOBILITY 50/64,C1776,,278,"$7,200.00 ","$5,760.00 ","$5,904.00 ","$5,472.00 ","$5,400.00 ",,"$5,904.00 ","$5,400.00 ","$5,328.00 ","$4,032.00 ",,"$5,904.00 ","$5,472.00 ","$5,400.00 ","$4,248.00 ",,"$5,904.00 ","$5,472.00 ","$5,400.00 ","$5,904.00 ","$5,400.00 ","$5,328.00 ",,"$6,192.00 ",,"$6,336.00 ",,,"$4,536.00 ","$5,904.00 ","$5,616.00 ","$5,328.00 ",,"$5,472.00 ","$4,248.00 ","$4,032.00 ","$6,336.00 "
OP_SUP-60050088-580636,OUTPATIENT,INSRT OR3O DM XLPE 28/50,C1776,,278,"$5,400.00 ","$4,320.00 ","$4,428.00 ","$4,104.00 ","$4,050.00 ",,"$4,428.00 ","$4,050.00 ","$3,996.00 ","$3,024.00 ",,"$4,428.00 ","$4,104.00 ","$4,050.00 ","$3,186.00 ",,"$4,428.00 ","$4,104.00 ","$4,050.00 ","$4,428.00 ","$4,050.00 ","$3,996.00 ",,"$4,644.00 ",,"$4,752.00 ",,,"$3,402.00 ","$4,428.00 ","$4,212.00 ","$3,996.00 ",,"$4,104.00 ","$3,186.00 ","$3,024.00 ","$4,752.00 "
OP_SUP-60050088-580678,OUTPATIENT,INSRT JOURNEY XLPE SZ 3-4 9MM,C1776,,278,"$3,150.00 ","$2,520.00 ","$2,583.00 ","$2,394.00 ","$2,362.50 ",,"$2,583.00 ","$2,362.50 ","$2,331.00 ","$1,764.00 ",,"$2,583.00 ","$2,394.00 ","$2,362.50 ","$1,858.50 ",,"$2,583.00 ","$2,394.00 ","$2,362.50 ","$2,583.00 ","$2,362.50 ","$2,331.00 ",,"$2,709.00 ",,"$2,772.00 ",,,"$1,984.50 ","$2,583.00 ","$2,457.00 ","$2,331.00 ",,"$2,394.00 ","$1,858.50 ","$1,764.00 ","$2,772.00 "
OP_SUP-60050088-580679,OUTPATIENT,BASE PLATE TIB JOURNEY RT SZ4,C1776,,278,"$5,700.00 ","$4,560.00 ","$4,674.00 ","$4,332.00 ","$4,275.00 ",,"$4,674.00 ","$4,275.00 ","$4,218.00 ","$3,192.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$3,363.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$4,674.00 ","$4,275.00 ","$4,218.00 ",,"$4,902.00 ",,"$5,016.00 ",,,"$3,591.00 ","$4,674.00 ","$4,446.00 ","$4,218.00 ",,"$4,332.00 ","$3,363.00 ","$3,192.00 ","$5,016.00 "
OP_SUP-60050088-580680,OUTPATIENT,FEM OX JOURNEY II SZ5 RM/LL,C1776,,278,"$10,350.01 ","$8,280.01 ","$8,487.01 ","$7,866.01 ","$7,762.51 ",,"$8,487.01 ","$7,762.51 ","$7,659.01 ","$5,796.01 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$6,106.51 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$8,487.01 ","$7,762.51 ","$7,659.01 ",,"$8,901.01 ",,"$9,108.01 ",,,"$6,520.51 ","$8,487.01 ","$8,073.01 ","$7,659.01 ",,"$7,866.01 ","$6,106.51 ","$5,796.01 ","$9,108.01 "
OP_SUP-60050088-580697,OUTPATIENT,IMP ATTUNE FEM POR CR SZ4 RT,C1776,,278,"$37,644.00 ","$30,115.20 ","$30,868.08 ","$28,609.44 ","$28,233.00 ",,"$30,868.08 ","$28,233.00 ","$27,856.56 ","$21,080.64 ",,"$30,868.08 ","$28,609.44 ","$28,233.00 ","$22,209.96 ",,"$30,868.08 ","$28,609.44 ","$28,233.00 ","$30,868.08 ","$28,233.00 ","$27,856.56 ",,"$32,373.84 ",,"$33,126.72 ",,,"$23,715.72 ","$30,868.08 ","$29,362.32 ","$27,856.56 ",,"$28,609.44 ","$22,209.96 ","$21,080.64 ","$33,126.72 "
OP_SUP-60050088-580947,OUTPATIENT,INSRT JOURNEY XLPE SZ 5-6 9MM,C1776,,278,"$3,150.00 ","$2,520.00 ","$2,583.00 ","$2,394.00 ","$2,362.50 ",,"$2,583.00 ","$2,362.50 ","$2,331.00 ","$1,764.00 ",,"$2,583.00 ","$2,394.00 ","$2,362.50 ","$1,858.50 ",,"$2,583.00 ","$2,394.00 ","$2,362.50 ","$2,583.00 ","$2,362.50 ","$2,331.00 ",,"$2,709.00 ",,"$2,772.00 ",,,"$1,984.50 ","$2,583.00 ","$2,457.00 ","$2,331.00 ",,"$2,394.00 ","$1,858.50 ","$1,764.00 ","$2,772.00 "
OP_SUP-60050088-580948,OUTPATIENT,BASE PLATE TIB JOURNEY LFT SZ5,C1776,,278,"$5,700.00 ","$4,560.00 ","$4,674.00 ","$4,332.00 ","$4,275.00 ",,"$4,674.00 ","$4,275.00 ","$4,218.00 ","$3,192.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$3,363.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$4,674.00 ","$4,275.00 ","$4,218.00 ",,"$4,902.00 ",,"$5,016.00 ",,,"$3,591.00 ","$4,674.00 ","$4,446.00 ","$4,218.00 ",,"$4,332.00 ","$3,363.00 ","$3,192.00 ","$5,016.00 "
OP_SUP-60050088-580949,OUTPATIENT,FEM OX JOURNEY SZ5 LM/RL,C1776,,278,"$10,350.01 ","$8,280.01 ","$8,487.01 ","$7,866.01 ","$7,762.51 ",,"$8,487.01 ","$7,762.51 ","$7,659.01 ","$5,796.01 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$6,106.51 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$8,487.01 ","$7,762.51 ","$7,659.01 ",,"$8,901.01 ",,"$9,108.01 ",,,"$6,520.51 ","$8,487.01 ","$8,073.01 ","$7,659.01 ",,"$7,866.01 ","$6,106.51 ","$5,796.01 ","$9,108.01 "
OP_SUP-60050088-581157,OUTPATIENT,STEM PRESERVE HMRL 8MM,C1776,,278,"$9,300.00 ","$7,440.00 ","$7,626.00 ","$7,068.00 ","$6,975.00 ",,"$7,626.00 ","$6,975.00 ","$6,882.00 ","$5,208.00 ",,"$7,626.00 ","$7,068.00 ","$6,975.00 ","$5,487.00 ",,"$7,626.00 ","$7,068.00 ","$6,975.00 ","$7,626.00 ","$6,975.00 ","$6,882.00 ",,"$7,998.00 ",,"$8,184.00 ",,,"$5,859.00 ","$7,626.00 ","$7,254.00 ","$6,882.00 ",,"$7,068.00 ","$5,487.00 ","$5,208.00 ","$8,184.00 "
OP_SUP-60050088-581253,OUTPATIENT,HEAD HMRL STEMLESS 47X15MM,C1776,,278,"$10,140.00 ","$8,112.00 ","$8,314.80 ","$7,706.40 ","$7,605.00 ",,"$8,314.80 ","$7,605.00 ","$7,503.60 ","$5,678.40 ",,"$8,314.80 ","$7,706.40 ","$7,605.00 ","$5,982.60 ",,"$8,314.80 ","$7,706.40 ","$7,605.00 ","$8,314.80 ","$7,605.00 ","$7,503.60 ",,"$8,720.40 ",,"$8,923.20 ",,,"$6,388.20 ","$8,314.80 ","$7,909.20 ","$7,503.60 ",,"$7,706.40 ","$5,982.60 ","$5,678.40 ","$8,923.20 "
OP_SUP-60050088-581281,OUTPATIENT,INSRT TIB MEDIAL SZ9-10 10MM,C1776,,278,"$3,150.00 ","$2,520.00 ","$2,583.00 ","$2,394.00 ","$2,362.50 ",,"$2,583.00 ","$2,362.50 ","$2,331.00 ","$1,764.00 ",,"$2,583.00 ","$2,394.00 ","$2,362.50 ","$1,858.50 ",,"$2,583.00 ","$2,394.00 ","$2,362.50 ","$2,583.00 ","$2,362.50 ","$2,331.00 ",,"$2,709.00 ",,"$2,772.00 ",,,"$1,984.50 ","$2,583.00 ","$2,457.00 ","$2,331.00 ",,"$2,394.00 ","$1,858.50 ","$1,764.00 ","$2,772.00 "
OP_SUP-60050088-581337,OUTPATIENT,HEAD HMRL STEMLESS 41X16MM,C1776,,278,"$10,140.00 ","$8,112.00 ","$8,314.80 ","$7,706.40 ","$7,605.00 ",,"$8,314.80 ","$7,605.00 ","$7,503.60 ","$5,678.40 ",,"$8,314.80 ","$7,706.40 ","$7,605.00 ","$5,982.60 ",,"$8,314.80 ","$7,706.40 ","$7,605.00 ","$8,314.80 ","$7,605.00 ","$7,503.60 ",,"$8,720.40 ",,"$8,923.20 ",,,"$6,388.20 ","$8,314.80 ","$7,909.20 ","$7,503.60 ",,"$7,706.40 ","$5,982.60 ","$5,678.40 ","$8,923.20 "
OP_SUP-60050088-581479,OUTPATIENT,INSRT TIB UNI LM/RL SZ5 7MM,C1776,,278,"$4,560.00 ","$3,648.00 ","$3,739.20 ","$3,465.60 ","$3,420.00 ",,"$3,739.20 ","$3,420.00 ","$3,374.40 ","$2,553.60 ",,"$3,739.20 ","$3,465.60 ","$3,420.00 ","$2,690.40 ",,"$3,739.20 ","$3,465.60 ","$3,420.00 ","$3,739.20 ","$3,420.00 ","$3,374.40 ",,"$3,921.60 ",,"$4,012.80 ",,,"$2,872.80 ","$3,739.20 ","$3,556.80 ","$3,374.40 ",,"$3,465.60 ","$2,690.40 ","$2,553.60 ","$4,012.80 "
OP_SUP-60050088-581484,OUTPATIENT,INSRT TIB MEDIAL SZ7-8 9MM,C1776,,278,"$3,150.00 ","$2,520.00 ","$2,583.00 ","$2,394.00 ","$2,362.50 ",,"$2,583.00 ","$2,362.50 ","$2,331.00 ","$1,764.00 ",,"$2,583.00 ","$2,394.00 ","$2,362.50 ","$1,858.50 ",,"$2,583.00 ","$2,394.00 ","$2,362.50 ","$2,583.00 ","$2,362.50 ","$2,331.00 ",,"$2,709.00 ",,"$2,772.00 ",,,"$1,984.50 ","$2,583.00 ","$2,457.00 ","$2,331.00 ",,"$2,394.00 ","$1,858.50 ","$1,764.00 ","$2,772.00 "
OP_SUP-60050088-581787,OUTPATIENT,CUP ATAB SHELL 0-H SZ F 56MM,C1776,,278,"$7,800.00 ","$6,240.00 ","$6,396.00 ","$5,928.00 ","$5,850.00 ",,"$6,396.00 ","$5,850.00 ","$5,772.00 ","$4,368.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$4,602.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$6,396.00 ","$5,850.00 ","$5,772.00 ",,"$6,708.00 ",,"$6,864.00 ",,,"$4,914.00 ","$6,396.00 ","$6,084.00 ","$5,772.00 ",,"$5,928.00 ","$4,602.00 ","$4,368.00 ","$6,864.00 "
OP_SUP-60050088-581789,OUTPATIENT,CUP ATAB SHELL 0-H SZ C 48MM,C1776,,278,"$7,800.00 ","$6,240.00 ","$6,396.00 ","$5,928.00 ","$5,850.00 ",,"$6,396.00 ","$5,850.00 ","$5,772.00 ","$4,368.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$4,602.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$6,396.00 ","$5,850.00 ","$5,772.00 ",,"$6,708.00 ",,"$6,864.00 ",,,"$4,914.00 ","$6,396.00 ","$6,084.00 ","$5,772.00 ",,"$5,928.00 ","$4,602.00 ","$4,368.00 ","$6,864.00 "
OP_SUP-60050088-581848,OUTPATIENT,HEAD HMRL STEMLESS 20X53MM,C1776,,278,"$10,140.00 ","$8,112.00 ","$8,314.80 ","$7,706.40 ","$7,605.00 ",,"$8,314.80 ","$7,605.00 ","$7,503.60 ","$5,678.40 ",,"$8,314.80 ","$7,706.40 ","$7,605.00 ","$5,982.60 ",,"$8,314.80 ","$7,706.40 ","$7,605.00 ","$8,314.80 ","$7,605.00 ","$7,503.60 ",,"$8,720.40 ",,"$8,923.20 ",,,"$6,388.20 ","$8,314.80 ","$7,909.20 ","$7,503.60 ",,"$7,706.40 ","$5,982.60 ","$5,678.40 ","$8,923.20 "
OP_SUP-60050088-581982,OUTPATIENT,STEM HIP COLLARED CORAIL SZ10,C1776,,278,"$38,056.00 ","$30,444.80 ","$31,205.92 ","$28,922.56 ","$28,542.00 ",,"$31,205.92 ","$28,542.00 ","$28,161.44 ","$21,311.36 ",,"$31,205.92 ","$28,922.56 ","$28,542.00 ","$22,453.04 ",,"$31,205.92 ","$28,922.56 ","$28,542.00 ","$31,205.92 ","$28,542.00 ","$28,161.44 ",,"$32,728.16 ",,"$33,489.28 ",,,"$23,975.28 ","$31,205.92 ","$29,683.68 ","$28,161.44 ",,"$28,922.56 ","$22,453.04 ","$21,311.36 ","$33,489.28 "
OP_SUP-60050088-582013,OUTPATIENT,SCREW SHLD CNTRL 6X20MM,C1776,,278,$888.00 ,$710.40 ,$728.16 ,$674.88 ,$666.00 ,,$728.16 ,$666.00 ,$657.12 ,$497.28 ,,$728.16 ,$674.88 ,$666.00 ,$523.92 ,,$728.16 ,$674.88 ,$666.00 ,$728.16 ,$666.00 ,$657.12 ,,$763.68 ,,$781.44 ,,,$559.44 ,$728.16 ,$692.64 ,$657.12 ,,$674.88 ,$523.92 ,$497.28 ,$781.44 
OP_SUP-60050088-582056,OUTPATIENT,TIB BASE FB SZ 3 CEM,C1776,,278,"$22,625.01 ","$18,100.01 ","$18,552.51 ","$17,195.01 ","$16,968.76 ",,"$18,552.51 ","$16,968.76 ","$16,742.51 ","$12,670.01 ",,"$18,552.51 ","$17,195.01 ","$16,968.76 ","$13,348.76 ",,"$18,552.51 ","$17,195.01 ","$16,968.76 ","$18,552.51 ","$16,968.76 ","$16,742.51 ",,"$19,457.51 ",,"$19,910.01 ",,,"$14,253.76 ","$18,552.51 ","$17,647.51 ","$16,742.51 ",,"$17,195.01 ","$13,348.76 ","$12,670.01 ","$19,910.01 "
OP_SUP-60050088-582491,OUTPATIENT,HEAD HMRL 47X20MM ECLIPSE,C1776,,278,"$8,787.18 ","$7,029.74 ","$7,205.49 ","$6,678.26 ","$6,590.39 ",,"$7,205.49 ","$6,590.39 ","$6,502.51 ","$4,920.82 ",,"$7,205.49 ","$6,678.26 ","$6,590.39 ","$5,184.44 ",,"$7,205.49 ","$6,678.26 ","$6,590.39 ","$7,205.49 ","$6,590.39 ","$6,502.51 ",,"$7,556.97 ",,"$7,732.72 ",,,"$5,535.92 ","$7,205.49 ","$6,854.00 ","$6,502.51 ",,"$6,678.26 ","$5,184.44 ","$4,920.82 ","$7,732.72 "
OP_SUP-60050088-582506,OUTPATIENT,LINER HMRL REV 36X0MM,C1776,,278,"$4,320.00 ","$3,456.00 ","$3,542.40 ","$3,283.20 ","$3,240.00 ",,"$3,542.40 ","$3,240.00 ","$3,196.80 ","$2,419.20 ",,"$3,542.40 ","$3,283.20 ","$3,240.00 ","$2,548.80 ",,"$3,542.40 ","$3,283.20 ","$3,240.00 ","$3,542.40 ","$3,240.00 ","$3,196.80 ",,"$3,715.20 ",,"$3,801.60 ",,,"$2,721.60 ","$3,542.40 ","$3,369.60 ","$3,196.80 ",,"$3,283.20 ","$2,548.80 ","$2,419.20 ","$3,801.60 "
OP_SUP-60050088-582570,OUTPATIENT,FEM OX JOURNEY II SZ10 RM/LL,C1776,,278,"$10,350.01 ","$8,280.01 ","$8,487.01 ","$7,866.01 ","$7,762.51 ",,"$8,487.01 ","$7,762.51 ","$7,659.01 ","$5,796.01 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$6,106.51 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$8,487.01 ","$7,762.51 ","$7,659.01 ",,"$8,901.01 ",,"$9,108.01 ",,,"$6,520.51 ","$8,487.01 ","$8,073.01 ","$7,659.01 ",,"$7,866.01 ","$6,106.51 ","$5,796.01 ","$9,108.01 "
OP_SUP-60050088-582571,OUTPATIENT,BASE PLATE TIB JOURNEY RT SZ10,C1776,,278,"$5,700.00 ","$4,560.00 ","$4,674.00 ","$4,332.00 ","$4,275.00 ",,"$4,674.00 ","$4,275.00 ","$4,218.00 ","$3,192.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$3,363.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$4,674.00 ","$4,275.00 ","$4,218.00 ",,"$4,902.00 ",,"$5,016.00 ",,,"$3,591.00 ","$4,674.00 ","$4,446.00 ","$4,218.00 ",,"$4,332.00 ","$3,363.00 ","$3,192.00 ","$5,016.00 "
OP_SUP-60050088-582574,OUTPATIENT,IMP GLENOSPHERE 33MM 6MM OFST,C1776,,278,"$10,350.01 ","$8,280.01 ","$8,487.01 ","$7,866.01 ","$7,762.51 ",,"$8,487.01 ","$7,762.51 ","$7,659.01 ","$5,796.01 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$6,106.51 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$8,487.01 ","$7,762.51 ","$7,659.01 ",,"$8,901.01 ",,"$9,108.01 ",,,"$6,520.51 ","$8,487.01 ","$8,073.01 ","$7,659.01 ",,"$7,866.01 ","$6,106.51 ","$5,796.01 ","$9,108.01 "
OP_SUP-60050088-582577,OUTPATIENT,BEARING HMRL OFST 33MM 3MM,C1776,,278,"$5,538.00 ","$4,430.40 ","$4,541.16 ","$4,208.88 ","$4,153.50 ",,"$4,541.16 ","$4,153.50 ","$4,098.12 ","$3,101.28 ",,"$4,541.16 ","$4,208.88 ","$4,153.50 ","$3,267.42 ",,"$4,541.16 ","$4,208.88 ","$4,153.50 ","$4,541.16 ","$4,153.50 ","$4,098.12 ",,"$4,762.68 ",,"$4,873.44 ",,,"$3,488.94 ","$4,541.16 ","$4,319.64 ","$4,098.12 ",,"$4,208.88 ","$3,267.42 ","$3,101.28 ","$4,873.44 "
OP_SUP-60050088-582578,OUTPATIENT,TRAY HMRL REVERSE SHLD 38X0MM,C1776,,278,"$6,840.00 ","$5,472.00 ","$5,608.80 ","$5,198.40 ","$5,130.00 ",,"$5,608.80 ","$5,130.00 ","$5,061.60 ","$3,830.40 ",,"$5,608.80 ","$5,198.40 ","$5,130.00 ","$4,035.60 ",,"$5,608.80 ","$5,198.40 ","$5,130.00 ","$5,608.80 ","$5,130.00 ","$5,061.60 ",,"$5,882.40 ",,"$6,019.20 ",,,"$4,309.20 ","$5,608.80 ","$5,335.20 ","$5,061.60 ",,"$5,198.40 ","$4,035.60 ","$3,830.40 ","$6,019.20 "
OP_SUP-60050088-582579,OUTPATIENT,IMP GLENOSPHERE 36MM 6MM OFST,C1776,,278,"$10,350.01 ","$8,280.01 ","$8,487.01 ","$7,866.01 ","$7,762.51 ",,"$8,487.01 ","$7,762.51 ","$7,659.01 ","$5,796.01 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$6,106.51 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$8,487.01 ","$7,762.51 ","$7,659.01 ",,"$8,901.01 ",,"$9,108.01 ",,,"$6,520.51 ","$8,487.01 ","$8,073.01 ","$7,659.01 ",,"$7,866.01 ","$6,106.51 ","$5,796.01 ","$9,108.01 "
OP_SUP-60050088-583158,OUTPATIENT,BASEPLATE TIB JOURNEY RT SZ8,C1776,,278,"$5,700.00 ","$4,560.00 ","$4,674.00 ","$4,332.00 ","$4,275.00 ",,"$4,674.00 ","$4,275.00 ","$4,218.00 ","$3,192.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$3,363.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$4,674.00 ","$4,275.00 ","$4,218.00 ",,"$4,902.00 ",,"$5,016.00 ",,,"$3,591.00 ","$4,674.00 ","$4,446.00 ","$4,218.00 ",,"$4,332.00 ","$3,363.00 ","$3,192.00 ","$5,016.00 "
OP_SUP-60050088-583217,OUTPATIENT,BASEPLATE SHLD 24X15MM 5DEG,C1776,,278,"$9,000.00 ","$7,200.00 ","$7,380.00 ","$6,840.00 ","$6,750.00 ",,"$7,380.00 ","$6,750.00 ","$6,660.00 ","$5,040.00 ",,"$7,380.00 ","$6,840.00 ","$6,750.00 ","$5,310.00 ",,"$7,380.00 ","$6,840.00 ","$6,750.00 ","$7,380.00 ","$6,750.00 ","$6,660.00 ",,"$7,740.00 ",,"$7,920.00 ",,,"$5,670.00 ","$7,380.00 ","$7,020.00 ","$6,660.00 ",,"$6,840.00 ","$5,310.00 ","$5,040.00 ","$7,920.00 "
OP_SUP-60050088-583219,OUTPATIENT,INSRT JOURNEY XLPE SZ 3-4 8MM,C1776,,278,"$3,150.00 ","$2,520.00 ","$2,583.00 ","$2,394.00 ","$2,362.50 ",,"$2,583.00 ","$2,362.50 ","$2,331.00 ","$1,764.00 ",,"$2,583.00 ","$2,394.00 ","$2,362.50 ","$1,858.50 ",,"$2,583.00 ","$2,394.00 ","$2,362.50 ","$2,583.00 ","$2,362.50 ","$2,331.00 ",,"$2,709.00 ",,"$2,772.00 ",,,"$1,984.50 ","$2,583.00 ","$2,457.00 ","$2,331.00 ",,"$2,394.00 ","$1,858.50 ","$1,764.00 ","$2,772.00 "
OP_SUP-60050088-583222,OUTPATIENT,BASEPLATE TIB JOURNEY LFT SZ4,C1776,,278,"$5,700.00 ","$4,560.00 ","$4,674.00 ","$4,332.00 ","$4,275.00 ",,"$4,674.00 ","$4,275.00 ","$4,218.00 ","$3,192.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$3,363.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$4,674.00 ","$4,275.00 ","$4,218.00 ",,"$4,902.00 ",,"$5,016.00 ",,,"$3,591.00 ","$4,674.00 ","$4,446.00 ","$4,218.00 ",,"$4,332.00 ","$3,363.00 ","$3,192.00 ","$5,016.00 "
OP_SUP-60050088-585132,OUTPATIENT,BSPLT TIB MEDL LFT SZ9,C1776,,278,"$5,700.00 ","$4,560.00 ","$4,674.00 ","$4,332.00 ","$4,275.00 ",,"$4,674.00 ","$4,275.00 ","$4,218.00 ","$3,192.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$3,363.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$4,674.00 ","$4,275.00 ","$4,218.00 ",,"$4,902.00 ",,"$5,016.00 ",,,"$3,591.00 ","$4,674.00 ","$4,446.00 ","$4,218.00 ",,"$4,332.00 ","$3,363.00 ","$3,192.00 ","$5,016.00 "
