ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medi-Cal,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medi-Cal / California Health & Wellness,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP-61073222LT,OUTPATIENT,"MRI, UPPER EXTREM JOINT; W LT",73222LT,,610.0,"$4,075.00 ","$3,260.00 ","$3,341.50 ","$3,097.00 ","$3,056.25 ",,"$3,341.50 ","$3,056.25 ","$3,015.50 ","$1,996.75 ",,,"$3,341.50 ","$3,097.00 ","$3,056.25 ","$2,404.25 ",,"$3,341.50 ","$3,097.00 ","$3,056.25 ","$3,341.50 ","$3,056.25 ","$3,015.50 ",,,"$3,504.50 ",,"$3,586.00 ",,"$2,567.25 ","$3,341.50 ","$3,178.50 ","$3,015.50 ",,"$3,097.00 ","$3,015.50 ","$1,996.75 ","$3,586.00 "
OP-61073222RT,OUTPATIENT,"MRI, UPPER EXTREM JOINT; W RT",73222RT,,610.0,"$4,075.00 ","$3,260.00 ","$3,341.50 ","$3,097.00 ","$3,056.25 ",,"$3,341.50 ","$3,056.25 ","$3,015.50 ","$1,996.75 ",,,"$3,341.50 ","$3,097.00 ","$3,056.25 ","$2,404.25 ",,"$3,341.50 ","$3,097.00 ","$3,056.25 ","$3,341.50 ","$3,056.25 ","$3,015.50 ",,,"$3,504.50 ",,"$3,586.00 ",,"$2,567.25 ","$3,341.50 ","$3,178.50 ","$3,015.50 ",,"$3,097.00 ","$3,015.50 ","$1,996.75 ","$3,586.00 "
OP-61073223LT,OUTPATIENT,"MRI, UPPER EXT JOINT W & WO LT",73223LT,,610.0,"$4,433.00 ","$3,546.40 ","$3,635.06 ","$3,369.08 ","$3,324.75 ",,"$3,635.06 ","$3,324.75 ","$3,280.42 ","$2,172.17 ",,,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$2,615.47 ",,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$3,635.06 ","$3,324.75 ","$3,280.42 ",,,"$3,812.38 ",,"$3,901.04 ",,"$2,792.79 ","$3,635.06 ","$3,457.74 ","$3,280.42 ",,"$3,369.08 ","$3,280.42 ","$2,172.17 ","$3,901.04 "
OP-61073223RT,OUTPATIENT,"MRI, UPPER EXT JOINT W & WO RT",73223RT,,610.0,"$4,433.00 ","$3,546.40 ","$3,635.06 ","$3,369.08 ","$3,324.75 ",,"$3,635.06 ","$3,324.75 ","$3,280.42 ","$2,172.17 ",,,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$2,615.47 ",,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$3,635.06 ","$3,324.75 ","$3,280.42 ",,,"$3,812.38 ",,"$3,901.04 ",,"$2,792.79 ","$3,635.06 ","$3,457.74 ","$3,280.42 ",,"$3,369.08 ","$3,280.42 ","$2,172.17 ","$3,901.04 "
OP-61073718LT,OUTPATIENT,"MRI, LOW EXTREM NON-JOINT; WO",73718LT,,610.0,"$3,717.00 ","$2,973.60 ","$3,047.94 ","$2,824.92 ","$2,787.75 ",,"$3,047.94 ","$2,787.75 ","$2,750.58 ","$1,821.33 ",,,"$3,047.94 ","$2,824.92 ","$2,787.75 ","$2,193.03 ",,"$3,047.94 ","$2,824.92 ","$2,787.75 ","$3,047.94 ","$2,787.75 ","$2,750.58 ",,,"$3,196.62 ",,"$3,270.96 ",,"$2,341.71 ","$3,047.94 ","$2,899.26 ","$2,750.58 ",,"$2,824.92 ","$2,750.58 ","$1,821.33 ","$3,270.96 "
OP-61073718RT,OUTPATIENT,"MRI, LOW EXTREM NON-JOINT; WO",73718RT,,610.0,"$3,717.00 ","$2,973.60 ","$3,047.94 ","$2,824.92 ","$2,787.75 ",,"$3,047.94 ","$2,787.75 ","$2,750.58 ","$1,821.33 ",,,"$3,047.94 ","$2,824.92 ","$2,787.75 ","$2,193.03 ",,"$3,047.94 ","$2,824.92 ","$2,787.75 ","$3,047.94 ","$2,787.75 ","$2,750.58 ",,,"$3,196.62 ",,"$3,270.96 ",,"$2,341.71 ","$3,047.94 ","$2,899.26 ","$2,750.58 ",,"$2,824.92 ","$2,750.58 ","$1,821.33 ","$3,270.96 "
OP-61073719LT,OUTPATIENT,"MRI, LOW EXTREM NON-JOINT; W L",73719LT,,610.0,"$4,075.00 ","$3,260.00 ","$3,341.50 ","$3,097.00 ","$3,056.25 ",,"$3,341.50 ","$3,056.25 ","$3,015.50 ","$1,996.75 ",,,"$3,341.50 ","$3,097.00 ","$3,056.25 ","$2,404.25 ",,"$3,341.50 ","$3,097.00 ","$3,056.25 ","$3,341.50 ","$3,056.25 ","$3,015.50 ",,,"$3,504.50 ",,"$3,586.00 ",,"$2,567.25 ","$3,341.50 ","$3,178.50 ","$3,015.50 ",,"$3,097.00 ","$3,015.50 ","$1,996.75 ","$3,586.00 "
OP-61073719RT,OUTPATIENT,"MRI, LOW EXTREM NON-JOINT; W R",73719RT,,610.0,"$4,075.00 ","$3,260.00 ","$3,341.50 ","$3,097.00 ","$3,056.25 ",,"$3,341.50 ","$3,056.25 ","$3,015.50 ","$1,996.75 ",,,"$3,341.50 ","$3,097.00 ","$3,056.25 ","$2,404.25 ",,"$3,341.50 ","$3,097.00 ","$3,056.25 ","$3,341.50 ","$3,056.25 ","$3,015.50 ",,,"$3,504.50 ",,"$3,586.00 ",,"$2,567.25 ","$3,341.50 ","$3,178.50 ","$3,015.50 ",,"$3,097.00 ","$3,015.50 ","$1,996.75 ","$3,586.00 "
OP-61073720LT,OUTPATIENT,"MRI, LOW EXT NON-JOINT W & WO",73720,,610.0,"$4,433.00 ","$3,546.40 ","$3,635.06 ","$3,369.08 ","$3,324.75 ",$449.27 ,"$3,635.06 ","$3,324.75 ","$3,280.42 ","$2,172.17 ",$501.85 ,$449.27 ,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$2,615.47 ",$449.27 ,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$3,635.06 ","$3,324.75 ","$3,280.42 ",$896.17 ,$449.27 ,"$3,812.38 ",$449.27 ,"$3,901.04 ",$449.27 ,"$2,792.79 ","$3,635.06 ","$3,457.74 ","$3,280.42 ",$449.27 ,"$3,369.08 ","$3,280.42 ",$449.27 ,"$3,901.04 "
OP-61073720RT,OUTPATIENT,"MRI, LOW EXT NON-JOINT W & WO",73720RT,,610.0,"$4,433.00 ","$3,546.40 ","$3,635.06 ","$3,369.08 ","$3,324.75 ",,"$3,635.06 ","$3,324.75 ","$3,280.42 ","$2,172.17 ",,,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$2,615.47 ",,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$3,635.06 ","$3,324.75 ","$3,280.42 ",,,"$3,812.38 ",,"$3,901.04 ",,"$2,792.79 ","$3,635.06 ","$3,457.74 ","$3,280.42 ",,"$3,369.08 ","$3,280.42 ","$2,172.17 ","$3,901.04 "
OP-61073721LT,OUTPATIENT,"MRI, LOW EXTREM JOINT; WO LT",73721LT,,610.0,"$3,717.00 ","$2,973.60 ","$3,047.94 ","$2,824.92 ","$2,787.75 ",,"$3,047.94 ","$2,787.75 ","$2,750.58 ","$1,821.33 ",,,"$3,047.94 ","$2,824.92 ","$2,787.75 ","$2,193.03 ",,"$3,047.94 ","$2,824.92 ","$2,787.75 ","$3,047.94 ","$2,787.75 ","$2,750.58 ",,,"$3,196.62 ",,"$3,270.96 ",,"$2,341.71 ","$3,047.94 ","$2,899.26 ","$2,750.58 ",,"$2,824.92 ","$2,750.58 ","$1,821.33 ","$3,270.96 "
OP-61073721RT,OUTPATIENT,"MRI, LOW EXTREM JOINT; WO RT",73721RT,,610.0,"$3,717.00 ","$2,973.60 ","$3,047.94 ","$2,824.92 ","$2,787.75 ",,"$3,047.94 ","$2,787.75 ","$2,750.58 ","$1,821.33 ",,,"$3,047.94 ","$2,824.92 ","$2,787.75 ","$2,193.03 ",,"$3,047.94 ","$2,824.92 ","$2,787.75 ","$3,047.94 ","$2,787.75 ","$2,750.58 ",,,"$3,196.62 ",,"$3,270.96 ",,"$2,341.71 ","$3,047.94 ","$2,899.26 ","$2,750.58 ",,"$2,824.92 ","$2,750.58 ","$1,821.33 ","$3,270.96 "
OP-61073722LT,OUTPATIENT,"MRI, LOW EXTREM JOINT; W LT",73722LT,,610.0,"$4,075.00 ","$3,260.00 ","$3,341.50 ","$3,097.00 ","$3,056.25 ",,"$3,341.50 ","$3,056.25 ","$3,015.50 ","$1,996.75 ",,,"$3,341.50 ","$3,097.00 ","$3,056.25 ","$2,404.25 ",,"$3,341.50 ","$3,097.00 ","$3,056.25 ","$3,341.50 ","$3,056.25 ","$3,015.50 ",,,"$3,504.50 ",,"$3,586.00 ",,"$2,567.25 ","$3,341.50 ","$3,178.50 ","$3,015.50 ",,"$3,097.00 ","$3,015.50 ","$1,996.75 ","$3,586.00 "
OP-61073722RT,OUTPATIENT,"MRI, LOW EXTREM JOINT; W RT",73722RT,,610.0,"$4,075.00 ","$3,260.00 ","$3,341.50 ","$3,097.00 ","$3,056.25 ",,"$3,341.50 ","$3,056.25 ","$3,015.50 ","$1,996.75 ",,,"$3,341.50 ","$3,097.00 ","$3,056.25 ","$2,404.25 ",,"$3,341.50 ","$3,097.00 ","$3,056.25 ","$3,341.50 ","$3,056.25 ","$3,015.50 ",,,"$3,504.50 ",,"$3,586.00 ",,"$2,567.25 ","$3,341.50 ","$3,178.50 ","$3,015.50 ",,"$3,097.00 ","$3,015.50 ","$1,996.75 ","$3,586.00 "
OP-61073723LT,OUTPATIENT,"MRI, LOWER EXTREM JOINT; W & W",73723LT,,610.0,"$4,433.00 ","$3,546.40 ","$3,635.06 ","$3,369.08 ","$3,324.75 ",,"$3,635.06 ","$3,324.75 ","$3,280.42 ","$2,172.17 ",,,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$2,615.47 ",,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$3,635.06 ","$3,324.75 ","$3,280.42 ",,,"$3,812.38 ",,"$3,901.04 ",,"$2,792.79 ","$3,635.06 ","$3,457.74 ","$3,280.42 ",,"$3,369.08 ","$3,280.42 ","$2,172.17 ","$3,901.04 "
OP-61073723RT,OUTPATIENT,"MRI, LOWER EXTREM JOINT; W & W",73723RT,,610.0,"$4,433.00 ","$3,546.40 ","$3,635.06 ","$3,369.08 ","$3,324.75 ",,"$3,635.06 ","$3,324.75 ","$3,280.42 ","$2,172.17 ",,,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$2,615.47 ",,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$3,635.06 ","$3,324.75 ","$3,280.42 ",,,"$3,812.38 ",,"$3,901.04 ",,"$2,792.79 ","$3,635.06 ","$3,457.74 ","$3,280.42 ",,"$3,369.08 ","$3,280.42 ","$2,172.17 ","$3,901.04 "
OP-6107418100,OUTPATIENT,"MRI, ABDOMEN; WO",74181,,610.0,"$3,619.00 ","$2,895.20 ","$2,967.58 ","$2,750.44 ","$2,714.25 ",$280.73 ,"$2,967.58 ","$2,714.25 ","$2,678.06 ","$1,773.31 ",$722.59 ,$280.73 ,"$3,842.00 ","$2,750.44 ","$3,493.00 ","$2,742.00 ",$280.73 ,"$2,967.58 ","$2,750.44 ","$2,714.25 ","$2,967.58 ","$2,714.25 ","$2,678.06 ","$1,274.21 ",$280.73 ,"$3,112.34 ",$280.73 ,"$3,184.72 ",$280.73 ,"$2,279.97 ","$2,967.58 ","$2,822.82 ","$2,678.06 ",$280.73 ,"$2,750.44 ","$2,678.06 ",$280.73 ,"$3,842.00 "
OP-6107418200,OUTPATIENT,MRI ABDOMEN; WITH,74182,,610.0,"$3,968.00 ","$3,174.40 ","$3,253.76 ","$3,015.68 ","$2,976.00 ",$449.27 ,"$3,253.76 ","$2,976.00 ","$2,936.32 ","$1,944.32 ",$456.46 ,$449.27 ,"$3,253.76 ","$3,015.68 ","$2,976.00 ","$2,341.12 ",$449.27 ,"$3,253.76 ","$3,015.68 ","$2,976.00 ","$3,253.76 ","$2,976.00 ","$2,936.32 ",$490.72 ,$449.27 ,"$3,412.48 ",$449.27 ,"$3,491.84 ",$449.27 ,"$2,499.84 ","$3,253.76 ","$3,095.04 ","$2,936.32 ",$449.27 ,"$3,015.68 ","$2,936.32 ",$449.27 ,"$3,491.84 "
OP-6107418300,OUTPATIENT,"MRI, ABDOMEN; W & WO",74183,,610.0,"$4,317.00 ","$3,453.60 ","$3,539.94 ","$3,280.92 ","$4,372.00 ",$449.27 ,"$3,539.94 ","$3,237.75 ","$3,195.00 ","$2,125.00 ",$495.78 ,$449.27 ,"$4,395.00 ","$3,280.92 ","$3,995.00 ","$3,135.00 ",$449.27 ,"$3,539.94 ","$3,280.92 ","$4,410.00 ","$3,539.94 ","$3,237.75 ","$5,341.00 ",$526.96 ,$449.27 ,"$3,712.62 ",$449.27 ,"$3,798.96 ",$449.27 ,"$3,035.41 ","$3,539.94 ","$3,367.26 ","$4,019.00 ",$449.27 ,"$4,019.00 ","$4,019.00 ",$449.27 ,"$5,341.00 "
OP-6107440000,OUTPATIENT,URO PYELOGRPHY INTRAVENOUS,74400,,610.0,"$1,257.00 ","$1,005.60 ","$1,030.74 ",$955.32 ,$942.75 ,$217.93 ,"$1,030.74 ",$942.75 ,$930.18 ,$615.93 ,$73.63 ,$217.93 ,"$1,030.74 ",$955.32 ,$942.75 ,$741.63 ,$217.93 ,"$1,030.74 ",$955.32 ,$942.75 ,"$1,030.74 ",$942.75 ,$930.18 ,$148.99 ,$217.93 ,"$1,081.02 ",$217.93 ,"$1,106.16 ",$217.93 ,$791.91 ,"$1,030.74 ",$980.46 ,$930.18 ,$217.93 ,$955.32 ,$930.18 ,$73.63 ,"$1,106.16 "
OP-6117055100,OUTPATIENT,MRI BRAIN WO,70551,,611.0,"$3,619.00 ","$2,895.20 ","$2,967.58 ","$2,750.44 ","$2,557.00 ",$280.73 ,"$2,967.58 ","$2,714.25 ","$1,449.00 ",$963.00 ,$655.18 ,$280.73 ,"$2,571.00 ","$2,750.44 ","$2,337.00 ","$1,832.00 ",$280.73 ,"$2,967.58 ","$2,750.44 ","$2,578.00 ","$2,967.58 ","$2,714.25 ","$3,120.00 ","$1,009.10 ",$280.73 ,"$3,112.34 ",$280.73 ,"$3,184.72 ",$280.73 ,"$1,774.69 ","$2,967.58 ","$2,822.82 ","$2,350.00 ",$280.73 ,"$2,350.00 ","$2,350.00 ",$280.73 ,"$3,184.72 "
OP-6117055200,OUTPATIENT,MRI BRAIN W,70552,,611.0,"$3,968.00 ","$3,174.40 ","$3,253.76 ","$3,015.68 ","$2,976.00 ",$449.27 ,"$3,253.76 ","$2,976.00 ","$2,936.32 ","$1,944.32 ",$914.76 ,$449.27 ,"$3,253.76 ","$3,015.68 ","$2,976.00 ","$2,341.12 ",$449.27 ,"$3,253.76 ","$3,015.68 ","$2,976.00 ","$3,253.76 ","$2,976.00 ","$2,936.32 ","$1,288.16 ",$449.27 ,"$3,412.48 ",$449.27 ,"$3,491.84 ",$449.27 ,"$2,499.84 ","$3,253.76 ","$3,095.04 ","$2,936.32 ",$449.27 ,"$3,015.68 ","$2,936.32 ",$449.27 ,"$3,491.84 "
OP-6117055300,OUTPATIENT,MRI  BRAIN  W & WO,70553,,611.0,"$4,317.00 ","$3,453.60 ","$3,539.94 ","$3,280.92 ","$4,326.00 ",$449.27 ,"$3,539.94 ","$3,237.75 ","$3,234.00 ","$2,151.00 ","$1,224.83 ",$449.27 ,"$4,348.00 ","$3,280.92 ","$3,953.00 ","$3,101.00 ",$449.27 ,"$3,539.94 ","$3,280.92 ","$4,363.00 ","$3,539.94 ","$3,237.75 ","$5,256.00 ","$1,941.14 ",$449.27 ,"$3,712.62 ",$449.27 ,"$3,798.96 ",$449.27 ,"$3,002.45 ","$3,539.94 ","$3,367.26 ","$3,980.00 ",$449.27 ,"$3,980.00 ","$3,980.00 ",$449.27 ,"$5,256.00 "
OP-6157054400,OUTPATIENT,MRA HEAD WO,70544,,615.0,"$3,619.00 ","$2,895.20 ","$2,967.58 ","$2,750.44 ","$2,703.00 ",$280.73 ,"$2,967.58 ","$2,714.25 ","$1,449.00 ",$963.00 ,$404.30 ,$280.73 ,"$2,718.00 ","$2,750.44 ","$2,471.00 ","$1,940.00 ",$280.73 ,"$2,967.58 ","$2,750.44 ","$2,727.00 ","$2,967.58 ","$2,714.25 ","$3,302.00 ",$362.82 ,$280.73 ,"$3,112.34 ",$280.73 ,"$3,184.72 ",$280.73 ,"$1,876.66 ","$2,967.58 ","$2,822.82 ","$2,489.00 ",$280.73 ,"$2,489.00 ","$2,489.00 ",$280.73 ,"$3,302.00 "
OP-6157054500,OUTPATIENT,MRA HEAD W,70545,,615.0,"$3,968.00 ","$3,174.40 ","$3,253.76 ","$3,015.68 ","$2,976.00 ",$449.27 ,"$3,253.76 ","$2,976.00 ","$2,936.32 ","$1,944.32 ",$402.23 ,$449.27 ,"$3,253.76 ","$3,015.68 ","$2,976.00 ","$2,341.12 ",$449.27 ,"$3,253.76 ","$3,015.68 ","$2,976.00 ","$3,253.76 ","$2,976.00 ","$2,936.32 ",$383.18 ,$449.27 ,"$3,412.48 ",$449.27 ,"$3,491.84 ",$449.27 ,"$2,499.84 ","$3,253.76 ","$3,095.04 ","$2,936.32 ",$449.27 ,"$3,015.68 ","$2,936.32 ",$383.18 ,"$3,491.84 "
OP-6157054600,OUTPATIENT,MRA HEAD W & WO,70546,,615.0,"$4,317.00 ","$3,453.60 ","$3,539.94 ","$3,280.92 ","$3,237.75 ",$449.27 ,"$3,539.94 ","$3,237.75 ","$3,194.58 ","$2,115.33 ",$625.38 ,$449.27 ,"$3,539.94 ","$3,280.92 ","$3,237.75 ","$2,547.03 ",$449.27 ,"$3,539.94 ","$3,280.92 ","$3,237.75 ","$3,539.94 ","$3,237.75 ","$3,194.58 ",$557.57 ,$449.27 ,"$3,712.62 ",$449.27 ,"$3,798.96 ",$449.27 ,"$2,719.71 ","$3,539.94 ","$3,367.26 ","$3,194.58 ",$449.27 ,"$3,280.92 ","$3,194.58 ",$449.27 ,"$3,798.96 "
OP-6157054700,OUTPATIENT,MRA NECK WO,70547,,615.0,"$3,619.00 ","$2,895.20 ","$2,967.58 ","$2,750.44 ","$2,714.25 ",$280.73 ,"$2,967.58 ","$2,714.25 ","$2,678.06 ","$1,773.31 ",$410.55 ,$280.73 ,"$2,967.58 ","$2,750.44 ","$2,714.25 ","$2,135.21 ",$280.73 ,"$2,967.58 ","$2,750.44 ","$2,714.25 ","$2,967.58 ","$2,714.25 ","$2,678.06 ",$363.93 ,$280.73 ,"$3,112.34 ",$280.73 ,"$3,184.72 ",$280.73 ,"$2,279.97 ","$2,967.58 ","$2,822.82 ","$2,678.06 ",$280.73 ,"$2,750.44 ","$2,678.06 ",$280.73 ,"$3,184.72 "
OP-6157054800,OUTPATIENT,MRA NECK W,70548,,615.0,"$3,968.00 ","$3,174.40 ","$3,253.76 ","$3,015.68 ","$2,976.00 ",$449.27 ,"$3,253.76 ","$2,976.00 ","$2,936.32 ","$1,944.32 ",$426.24 ,$449.27 ,"$3,253.76 ","$3,015.68 ","$2,976.00 ","$2,341.12 ",$449.27 ,"$3,253.76 ","$3,015.68 ","$2,976.00 ","$3,253.76 ","$2,976.00 ","$2,936.32 ",$413.80 ,$449.27 ,"$3,412.48 ",$449.27 ,"$3,491.84 ",$449.27 ,"$2,499.84 ","$3,253.76 ","$3,095.04 ","$2,936.32 ",$449.27 ,"$3,015.68 ","$2,936.32 ",$413.80 ,"$3,491.84 "
OP-6157054900,OUTPATIENT,MRA NECK W & WO,70549,,615.0,"$4,317.00 ","$3,453.60 ","$3,539.94 ","$3,280.92 ","$3,237.75 ",$449.27 ,"$3,539.94 ","$3,237.75 ","$3,194.58 ","$2,115.33 ",$627.99 ,$449.27 ,"$3,539.94 ","$3,280.92 ","$3,237.75 ","$2,547.03 ",$449.27 ,"$3,539.94 ","$3,280.92 ","$3,237.75 ","$3,539.94 ","$3,237.75 ","$3,194.58 ",$583.18 ,$449.27 ,"$3,712.62 ",$449.27 ,"$3,798.96 ",$449.27 ,"$2,719.71 ","$3,539.94 ","$3,367.26 ","$3,194.58 ",$449.27 ,"$3,280.92 ","$3,194.58 ",$449.27 ,"$3,798.96 "
OP-6167219800,OUTPATIENT,MRA PELVIS  W OR WO,72198,,616.0,"$4,317.00 ","$3,453.60 ","$3,539.94 ","$3,280.92 ","$3,237.75 ",,"$3,539.94 ","$3,237.75 ","$3,194.58 ","$2,115.33 ",$383.63 ,,"$3,539.94 ","$3,280.92 ","$3,237.75 ","$2,547.03 ",,"$3,539.94 ","$3,280.92 ","$3,237.75 ","$3,539.94 ","$3,237.75 ","$3,194.58 ",$523.60 ,,"$3,712.62 ",,"$3,798.96 ",,"$2,719.71 ","$3,539.94 ","$3,367.26 ","$3,194.58 ",,"$3,280.92 ","$3,194.58 ",$383.63 ,"$3,798.96 "
OP-61673725LT,OUTPATIENT,MRA  LOWER EXTREMITY W OR WO,73725LT,,616.0,"$4,433.00 ","$3,546.40 ","$3,635.06 ","$3,369.08 ","$3,324.75 ",,"$3,635.06 ","$3,324.75 ","$3,280.42 ","$2,172.17 ",,,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$2,615.47 ",,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$3,635.06 ","$3,324.75 ","$3,280.42 ",,,"$3,812.38 ",,"$3,901.04 ",,"$2,792.79 ","$3,635.06 ","$3,457.74 ","$3,280.42 ",,"$3,369.08 ","$3,280.42 ","$2,172.17 ","$3,901.04 "
OP-61673725RT,OUTPATIENT,MRA  LOWER EXTREMITY W OR WO,73725RT,,616.0,"$4,433.00 ","$3,546.40 ","$3,635.06 ","$3,369.08 ","$3,324.75 ",,"$3,635.06 ","$3,324.75 ","$3,280.42 ","$2,172.17 ",,,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$2,615.47 ",,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$3,635.06 ","$3,324.75 ","$3,280.42 ",,,"$3,812.38 ",,"$3,901.04 ",,"$2,792.79 ","$3,635.06 ","$3,457.74 ","$3,280.42 ",,"$3,369.08 ","$3,280.42 ","$2,172.17 ","$3,901.04 "
OP-6187155500,OUTPATIENT,MRA CHEST W OR W/OUT,71555,,618.0,"$4,317.00 ","$3,453.60 ","$3,539.94 ","$3,280.92 ","$3,237.75 ",,"$3,539.94 ","$3,237.75 ","$3,194.58 ","$2,115.33 ",$379.78 ,,"$3,539.94 ","$3,280.92 ","$3,237.75 ","$2,547.03 ",,"$3,539.94 ","$3,280.92 ","$3,237.75 ","$3,539.94 ","$3,237.75 ","$3,194.58 ",$520.99 ,,"$3,712.62 ",,"$3,798.96 ",,"$2,719.71 ","$3,539.94 ","$3,367.26 ","$3,194.58 ",,"$3,280.92 ","$3,194.58 ",$379.78 ,"$3,798.96 "
OP-6187215900,OUTPATIENT,MRA SPINAL CANAL/CONTNTS,72159,,618.0,"$4,317.00 ","$3,453.60 ","$3,539.94 ","$3,280.92 ","$3,237.75 ",,"$3,539.94 ","$3,237.75 ","$3,194.58 ","$2,115.33 ",$403.52 ,,"$3,539.94 ","$3,280.92 ","$3,237.75 ","$2,547.03 ",,"$3,539.94 ","$3,280.92 ","$3,237.75 ","$3,539.94 ","$3,237.75 ","$3,194.58 ",$538.73 ,,"$3,712.62 ",,"$3,798.96 ",,"$2,719.71 ","$3,539.94 ","$3,367.26 ","$3,194.58 ",,"$3,280.92 ","$3,194.58 ",$403.52 ,"$3,798.96 "
OP-61873225LT,OUTPATIENT,MRA UPPER EXTREMITY W OR WO LT,73225LT,,618.0,"$4,433.00 ","$3,546.40 ","$3,635.06 ","$3,369.08 ","$3,324.75 ",,"$3,635.06 ","$3,324.75 ","$3,280.42 ","$2,172.17 ",,,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$2,615.47 ",,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$3,635.06 ","$3,324.75 ","$3,280.42 ",,,"$3,812.38 ",,"$3,901.04 ",,"$2,792.79 ","$3,635.06 ","$3,457.74 ","$3,280.42 ",,"$3,369.08 ","$3,280.42 ","$2,172.17 ","$3,901.04 "
OP-61873225RT,OUTPATIENT,MRA UPPER EXTREMITY W OR WO RT,73225RT,,618.0,"$4,433.00 ","$3,546.40 ","$3,635.06 ","$3,369.08 ","$3,324.75 ",,"$3,635.06 ","$3,324.75 ","$3,280.42 ","$2,172.17 ",,,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$2,615.47 ",,"$3,635.06 ","$3,369.08 ","$3,324.75 ","$3,635.06 ","$3,324.75 ","$3,280.42 ",,,"$3,812.38 ",,"$3,901.04 ",,"$2,792.79 ","$3,635.06 ","$3,457.74 ","$3,280.42 ",,"$3,369.08 ","$3,280.42 ","$2,172.17 ","$3,901.04 "
OP-6187418500,OUTPATIENT,MRA ABD W OR WO,74185,,618.0,"$4,317.00 ","$3,453.60 ","$3,539.94 ","$3,280.92 ","$3,237.75 ",,"$3,539.94 ","$3,237.75 ","$3,194.58 ","$2,115.33 ",$706.98 ,,"$3,539.94 ","$3,280.92 ","$3,237.75 ","$2,547.03 ",,"$3,539.94 ","$3,280.92 ","$3,237.75 ","$3,539.94 ","$3,237.75 ","$3,194.58 ","$1,038.90 ",,"$3,712.62 ",,"$3,798.96 ",,"$2,719.71 ","$3,539.94 ","$3,367.26 ","$3,194.58 ",,"$3,280.92 ","$3,194.58 ",$706.98 ,"$3,798.96 "
OP-636J012900,OUTPATIENT,"INJECTION, ORENCIA, 10 MG",J0129,,636.0,$115.00 ,$92.00 ,$94.30 ,$87.40 ,$86.25 ,$45.27 ,$94.30 ,$86.25 ,$85.10 ,$146.44 ,$69.18 ,$45.27 ,$94.30 ,$87.40 ,$86.25 ,$67.85 ,$45.27 ,$94.30 ,$87.40 ,$86.25 ,$94.30 ,$86.25 ,$85.10 ,$97.96 ,$45.27 ,$98.90 ,$45.27 ,$101.20 ,$45.27 ,$72.45 ,$94.30 ,$89.70 ,$85.10 ,$45.27 ,$87.40 ,$85.10 ,$45.27 ,$146.44 
OP-636J013200,OUTPATIENT,"INJ ACETYLCYSTEINE, 100 MG",J0132,,636.0,$453.00 ,$362.40 ,$371.46 ,$344.28 ,$339.75 ,,$371.46 ,$339.75 ,$335.22 ,$221.97 ,$7.28 ,,$371.46 ,$344.28 ,$339.75 ,$267.27 ,,$371.46 ,$344.28 ,$339.75 ,$371.46 ,$339.75 ,$335.22 ,$10.50 ,,$389.58 ,,$398.64 ,,$285.39 ,$371.46 ,$353.34 ,$335.22 ,,$344.28 ,$335.22 ,$7.28 ,$398.64 
