Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem CalPERS EPO,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Partnership Health Plan,Stanford Advantage Medicare Adv_ HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP_RX-81000008-ERX320267,OUTPATIENT,TRASTUZUMAB-QYYP 150MG SOLR 1 EACH VIAL,Q5116,,636,$236.84 ,$189.47 ,$203.68 ,$203.68 ,$203.68 ,$59.93 ,$201.31 ,$201.31 ,$194.21 ,$201.31 ,$201.31 ,$59.93 ,$201.31 ,$201.31 ,$201.31 ,$201.31 ,$59.93 ,$220.26 ,$220.26 ,$220.26 ,$213.16 ,$213.16 ,$213.16 ,$59.93 ,$213.16 ,$59.93 ,$213.16 ,$60.25 ,$59.93 ,$213.16 ,$213.16 ,$213.16 ,$59.93 ,$213.16 ,$213.16 ,$59.93 ,$220.26 
OP_RX-81000008-ERX322226,OUTPATIENT,ANIFROLUMAB-FNIA 300MG/2ML SOLN 2 ML VIAL,J0491,,636,$37.50 ,$30.00 ,$32.25 ,$32.25 ,$32.25 ,,$31.88 ,$31.88 ,$30.75 ,$31.88 ,$31.88 ,,$31.88 ,$31.88 ,$31.88 ,$31.88 ,,$34.88 ,$34.88 ,$34.88 ,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,,$33.75 ,$20.67 ,,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,$33.75 ,$20.67 ,$34.88 
OP_RX-81000008-ERX322538,OUTPATIENT,TETANUS IMMUNE GLOBULIN 250 UNITS/ML SOSY,J1670,,250,"$2,202.84 ","$1,762.27 ","$1,894.44 ","$1,894.44 ","$1,894.44 ",$441.70 ,"$1,872.41 ","$1,872.41 ","$1,806.33 ","$1,872.41 ","$1,872.41 ",$441.70 ,"$1,872.41 ","$1,872.41 ","$1,872.41 ","$1,872.41 ",$441.70 ,"$2,048.64 ","$2,048.64 ","$2,048.64 ","$1,982.56 ","$1,982.56 ","$1,982.56 ",$441.70 ,"$1,982.56 ",$441.70 ,"$1,982.56 ",$486.54 ,$441.70 ,"$1,982.56 ","$1,982.56 ","$1,982.56 ",$441.70 ,"$1,982.56 ","$1,982.56 ",$441.70 ,"$2,048.64 "
OP_RX-81000008-ERX323616,OUTPATIENT,TIXAGEVIMAB 150MG/1.5ML-CILGAVIMAB 150MG/1.5ML 150MG/1.5ML-150MG/1.5ML SOLN,Q0220,,636,$0.01 ,$0.01 ,$0.01 ,$0.01 ,$0.01 ,,$0.01 ,$0.01 ,$0.01 ,$0.01 ,$0.01 ,,$0.01 ,$0.01 ,$0.01 ,$0.01 ,,$0.01 ,$0.01 ,$0.01 ,$0.01 ,$0.01 ,$0.01 ,,$0.01 ,,$0.01 ,,,$0.01 ,$0.01 ,$0.01 ,,$0.01 ,$0.01 ,$0.01 ,$0.01 
OP_RX-81000008-ERX324112,OUTPATIENT,BEBTELOVIMAB 175MG/2ML SOLN,Q0222,,250,$0.01 ,$0.01 ,$0.01 ,$0.01 ,$0.01 ,,$0.01 ,$0.01 ,$0.01 ,$0.01 ,$0.01 ,,$0.01 ,$0.01 ,$0.01 ,$0.01 ,,$0.01 ,$0.01 ,$0.01 ,$0.01 ,$0.01 ,$0.01 ,,$0.01 ,,$0.01 ,,,$0.01 ,$0.01 ,$0.01 ,,$0.01 ,$0.01 ,$0.01 ,$0.01 
OP_RX-81000008-ERX324235,OUTPATIENT,"CEFAZOLIN 2,000MG SOLR",J0690,,250,$12.79 ,$10.23 ,$11.00 ,$11.00 ,$11.00 ,,$10.87 ,$10.87 ,$10.49 ,$10.87 ,$10.87 ,,$10.87 ,$10.87 ,$10.87 ,$10.87 ,,$11.89 ,$11.89 ,$11.89 ,$11.51 ,$11.51 ,$11.51 ,,$11.51 ,,$11.51 ,$5.23 ,,$11.51 ,$11.51 ,$11.51 ,,$11.51 ,$11.51 ,$5.23 ,$11.89 
OP_RX-81000008-ERX324250,OUTPATIENT,"PENICILLIN G BENZATHINE 600,000 UNITS/ML SUSY",J0561,,636,$0.42 ,$0.34 ,$0.36 ,$0.36 ,$0.36 ,$14.95 ,$0.36 ,$0.36 ,$0.34 ,$0.36 ,$0.36 ,$14.95 ,$0.36 ,$0.36 ,$0.36 ,$0.36 ,$14.95 ,$0.39 ,$0.39 ,$0.39 ,$0.38 ,$0.38 ,$0.38 ,$14.95 ,$0.38 ,$14.95 ,$0.38 ,$19.50 ,$14.95 ,$0.38 ,$0.38 ,$0.38 ,$14.95 ,$0.38 ,$0.38 ,$0.34 ,$19.50 
OP_RX-81000008-ERX324262,OUTPATIENT,FAMOTIDINE 20MG/2ML SOLN,S0028,,636,$75.00 ,$60.00 ,$64.50 ,$64.50 ,$64.50 ,,$63.75 ,$63.75 ,$61.50 ,$63.75 ,$63.75 ,,$63.75 ,$63.75 ,$63.75 ,$63.75 ,,$69.75 ,$69.75 ,$69.75 ,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,,$67.50 ,,,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$61.50 ,$69.75 
OP_RX-81000008-ERX324263,OUTPATIENT,ENOXAPARIN 30MG/0.3ML SOSY,J1650,,250,$69.46 ,$55.57 ,$59.74 ,$59.74 ,$59.74 ,,$59.04 ,$59.04 ,$56.96 ,$59.04 ,$59.04 ,,$59.04 ,$59.04 ,$59.04 ,$59.04 ,,$64.60 ,$64.60 ,$64.60 ,$62.51 ,$62.51 ,$62.51 ,,$62.51 ,,$62.51 ,$5.26 ,,$62.51 ,$62.51 ,$62.51 ,,$62.51 ,$62.51 ,$5.26 ,$64.60 
OP_RX-81000008-ERX324264,OUTPATIENT,ENOXAPARIN 40MG/0.4ML SOSY,J1650,,250,$18.75 ,$15.00 ,$16.13 ,$16.13 ,$16.13 ,,$15.94 ,$15.94 ,$15.38 ,$15.94 ,$15.94 ,,$15.94 ,$15.94 ,$15.94 ,$15.94 ,,$17.44 ,$17.44 ,$17.44 ,$16.88 ,$16.88 ,$16.88 ,,$16.88 ,,$16.88 ,$5.26 ,,$16.88 ,$16.88 ,$16.88 ,,$16.88 ,$16.88 ,$5.26 ,$17.44 
OP_RX-81000008-ERX324265,OUTPATIENT,ENOXAPARIN 60MG/0.6ML SOSY,J1650,,250,$64.58 ,$51.66 ,$55.54 ,$55.54 ,$55.54 ,,$54.89 ,$54.89 ,$52.96 ,$54.89 ,$54.89 ,,$54.89 ,$54.89 ,$54.89 ,$54.89 ,,$60.06 ,$60.06 ,$60.06 ,$58.12 ,$58.12 ,$58.12 ,,$58.12 ,,$58.12 ,$5.26 ,,$58.12 ,$58.12 ,$58.12 ,,$58.12 ,$58.12 ,$5.26 ,$60.06 
OP_RX-81000008-ERX324266,OUTPATIENT,ENOXAPARIN 80MG/0.8ML SOSY,J1650,,250,$12.60 ,$10.08 ,$10.84 ,$10.84 ,$10.84 ,,$10.71 ,$10.71 ,$10.33 ,$10.71 ,$10.71 ,,$10.71 ,$10.71 ,$10.71 ,$10.71 ,,$11.72 ,$11.72 ,$11.72 ,$11.34 ,$11.34 ,$11.34 ,,$11.34 ,,$11.34 ,$5.26 ,,$11.34 ,$11.34 ,$11.34 ,,$11.34 ,$11.34 ,$5.26 ,$11.72 
OP_RX-81000008-ERX324287,OUTPATIENT,CERTOLIZUMAB PEGOL 2X200MG/ML PSKT,J0717,,636,$45.90 ,$36.72 ,$39.47 ,$39.47 ,$39.47 ,$6.27 ,$39.02 ,$39.02 ,$37.64 ,$39.02 ,$39.02 ,$6.27 ,$39.02 ,$39.02 ,$39.02 ,$39.02 ,$6.27 ,$42.69 ,$42.69 ,$42.69 ,$41.31 ,$41.31 ,$41.31 ,$6.27 ,$41.31 ,$6.27 ,$41.31 ,$10.74 ,$6.27 ,$41.31 ,$41.31 ,$41.31 ,$6.27 ,$41.31 ,$41.31 ,$6.27 ,$42.69 
OP_RX-81000008-ERX331,OUTPATIENT,ACETYLCYSTEINE 20% SOLN,J7608,,250,$55.00 ,$44.00 ,$47.30 ,$47.30 ,$47.30 ,,$46.75 ,$46.75 ,$45.10 ,$46.75 ,$46.75 ,,$46.75 ,$46.75 ,$46.75 ,$46.75 ,,$51.15 ,$51.15 ,$51.15 ,$49.50 ,$49.50 ,$49.50 ,,$49.50 ,,$49.50 ,,,$49.50 ,$49.50 ,$49.50 ,,$49.50 ,$49.50 ,$45.10 ,$51.15 
OP_RX-81000008-ERX33989,OUTPATIENT,IPRATROPIUM 0.02% SOLN,J7644,,250,$15.00 ,$12.00 ,$12.90 ,$12.90 ,$12.90 ,,$12.75 ,$12.75 ,$12.30 ,$12.75 ,$12.75 ,,$12.75 ,$12.75 ,$12.75 ,$12.75 ,,$13.95 ,$13.95 ,$13.95 ,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,,$13.50 ,,,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$12.30 ,$13.95 
OP_RX-81000008-ERX3751,OUTPATIENT,CALCIUM GLUCONATE 10% SOLN 10 ML VIAL,J0610,63323-360-19,250,$84.14 ,$67.31 ,$72.36 ,$72.36 ,$72.36 ,,$71.52 ,$71.52 ,$68.99 ,$71.52 ,$71.52 ,,$71.52 ,$71.52 ,$71.52 ,$71.52 ,,$78.25 ,$78.25 ,$78.25 ,$75.73 ,$75.73 ,$75.73 ,,$75.73 ,,$75.73 ,,,$75.73 ,$75.73 ,$75.73 ,,$75.73 ,$75.73 ,$68.99 ,$78.25 
OP_RX-81000008-ERX38150,OUTPATIENT,MORPHINE 10MG/ML SOLN,J2270,,250,$30.00 ,$24.00 ,$25.80 ,$25.80 ,$25.80 ,,$25.50 ,$25.50 ,$24.60 ,$25.50 ,$25.50 ,,$25.50 ,$25.50 ,$25.50 ,$25.50 ,,$27.90 ,$27.90 ,$27.90 ,$27.00 ,$27.00 ,$27.00 ,,$27.00 ,,$27.00 ,$7.63 ,,$27.00 ,$27.00 ,$27.00 ,,$27.00 ,$27.00 ,$7.63 ,$27.90 
OP_RX-81000008-ERX38152,OUTPATIENT,MORPHINE 25MG/ML SOLN 10 ML VIAL,J2270,0409-1135-02,250,$30.00 ,$24.00 ,$25.80 ,$25.80 ,$25.80 ,,$25.50 ,$25.50 ,$24.60 ,$25.50 ,$25.50 ,,$25.50 ,$25.50 ,$25.50 ,$25.50 ,,$27.90 ,$27.90 ,$27.90 ,$27.00 ,$27.00 ,$27.00 ,,$27.00 ,,$27.00 ,$7.63 ,,$27.00 ,$27.00 ,$27.00 ,,$27.00 ,$27.00 ,$7.63 ,$27.90 
OP_RX-81000008-ERX39865,OUTPATIENT,DOPAMINE SOLN,J1265,,250,$7.61 ,$6.09 ,$6.54 ,$6.54 ,$6.54 ,,$6.47 ,$6.47 ,$6.24 ,$6.47 ,$6.47 ,,$6.47 ,$6.47 ,$6.47 ,$6.47 ,,$7.08 ,$7.08 ,$7.08 ,$6.85 ,$6.85 ,$6.85 ,,$6.85 ,,$6.85 ,$5.10 ,,$6.85 ,$6.85 ,$6.85 ,,$6.85 ,$6.85 ,$5.10 ,$7.08 
OP_RX-81000008-ERX39914,OUTPATIENT,LIDOCAINE 8MG/ML SOLN,J2001,,250,$0.38 ,$0.30 ,$0.33 ,$0.33 ,$0.33 ,,$0.32 ,$0.32 ,$0.31 ,$0.32 ,$0.32 ,,$0.32 ,$0.32 ,$0.32 ,$0.32 ,,$0.35 ,$0.35 ,$0.35 ,$0.34 ,$0.34 ,$0.34 ,,$0.34 ,,$0.34 ,$4.49 ,,$0.34 ,$0.34 ,$0.34 ,,$0.34 ,$0.34 ,$0.31 ,$4.49 
OP_RX-81000008-ERX4043,OUTPATIENT,"CEFAZOLIN 1,000MG SOLR",J0690,,250,$26.25 ,$21.00 ,$22.58 ,$22.58 ,$22.58 ,,$22.31 ,$22.31 ,$21.53 ,$22.31 ,$22.31 ,,$22.31 ,$22.31 ,$22.31 ,$22.31 ,,$24.41 ,$24.41 ,$24.41 ,$23.63 ,$23.63 ,$23.63 ,,$23.63 ,,$23.63 ,$5.23 ,,$23.63 ,$23.63 ,$23.63 ,,$23.63 ,$23.63 ,$5.23 ,$24.41 
OP_RX-81000008-ERX4044,OUTPATIENT,CEFAZOLIN 10 G SOLR 1 EACH VIAL,J0690,0143-9983-03,250,$18.75 ,$15.00 ,$16.13 ,$16.13 ,$16.13 ,,$15.94 ,$15.94 ,$15.38 ,$15.94 ,$15.94 ,,$15.94 ,$15.94 ,$15.94 ,$15.94 ,,$17.44 ,$17.44 ,$17.44 ,$16.88 ,$16.88 ,$16.88 ,,$16.88 ,,$16.88 ,$5.23 ,,$16.88 ,$16.88 ,$16.88 ,,$16.88 ,$16.88 ,$5.23 ,$17.44 
OP_RX-81000008-ERX41900,OUTPATIENT,MORPHINE PF 1MG/ML SOLN,J2274,0409-3815-12,250,$90.00 ,$72.00 ,$77.40 ,$77.40 ,$77.40 ,,$76.50 ,$76.50 ,$73.80 ,$76.50 ,$76.50 ,,$76.50 ,$76.50 ,$76.50 ,$76.50 ,,$83.70 ,$83.70 ,$83.70 ,$81.00 ,$81.00 ,$81.00 ,,$81.00 ,,$81.00 ,$18.35 ,,$81.00 ,$81.00 ,$81.00 ,,$81.00 ,$81.00 ,$18.35 ,$83.70 
OP_RX-81000008-ERX41924,OUTPATIENT,"D5W - NACL 0.2% SOLN 1,000 ML FLEX CONT",J7042,0338-0077-04,250,$37.50 ,$30.00 ,$32.25 ,$32.25 ,$32.25 ,,$31.88 ,$31.88 ,$30.75 ,$31.88 ,$31.88 ,,$31.88 ,$31.88 ,$31.88 ,$31.88 ,,$34.88 ,$34.88 ,$34.88 ,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,,$33.75 ,$5.52 ,,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,$33.75 ,$5.52 ,$34.88 
OP_RX-81000008-ERX42752,OUTPATIENT,GOSERELIN 10.8MG IMPL,J9202,70720-951-30,636,"$3,075.87 ","$2,460.70 ","$2,645.25 ","$2,645.25 ","$2,645.25 ",$525.21 ,"$2,614.49 ","$2,614.49 ","$2,522.21 ","$2,614.49 ","$2,614.49 ",$525.21 ,"$2,614.49 ","$2,614.49 ","$2,614.49 ","$2,614.49 ",$525.21 ,"$2,860.56 ","$2,860.56 ","$2,860.56 ","$2,768.28 ","$2,768.28 ","$2,768.28 ",$525.21 ,"$2,768.28 ",$525.21 ,"$2,768.28 ",$543.16 ,$525.21 ,"$2,768.28 ","$2,768.28 ","$2,768.28 ",$525.21 ,"$2,768.28 ","$2,768.28 ",$525.21 ,"$2,860.56 "
OP_RX-81000008-ERX43037,OUTPATIENT,HEPARIN 100 UNITS/ML SOLN,J1642,,636,$0.25 ,$0.20 ,$0.22 ,$0.22 ,$0.22 ,,$0.21 ,$0.21 ,$0.21 ,$0.21 ,$0.21 ,,$0.21 ,$0.21 ,$0.21 ,$0.21 ,,$0.23 ,$0.23 ,$0.23 ,$0.23 ,$0.23 ,$0.23 ,,$0.23 ,,$0.23 ,$4.48 ,,$0.23 ,$0.23 ,$0.23 ,,$0.23 ,$0.23 ,$0.21 ,$4.48 
OP_RX-81000008-ERX43768,OUTPATIENT,TENECTEPLASE 50MG KIT,J3101,50242-120-47,636,$280.00 ,$224.00 ,$240.80 ,$240.80 ,$240.80 ,$134.74 ,$238.00 ,$238.00 ,$229.60 ,$238.00 ,$238.00 ,$134.74 ,$238.00 ,$238.00 ,$238.00 ,$238.00 ,$134.74 ,$260.40 ,$260.40 ,$260.40 ,$252.00 ,$252.00 ,$252.00 ,$134.74 ,$252.00 ,$134.74 ,$252.00 ,,$134.74 ,$252.00 ,$252.00 ,$252.00 ,$134.74 ,$252.00 ,$252.00 ,$134.74 ,$260.40 
OP_RX-81000008-ERX43794,OUTPATIENT,DEFEROXAMINE 2G SOLR 1 EACH VIAL,J0895,,636,$80.34 ,$64.27 ,$69.09 ,$69.09 ,$69.09 ,,$68.29 ,$68.29 ,$65.88 ,$68.29 ,$68.29 ,,$68.29 ,$68.29 ,$68.29 ,$68.29 ,,$74.72 ,$74.72 ,$74.72 ,$72.31 ,$72.31 ,$72.31 ,,$72.31 ,,$72.31 ,$12.33 ,,$72.31 ,$72.31 ,$72.31 ,,$72.31 ,$72.31 ,$12.33 ,$74.72 
OP_RX-81000008-ERX44222,OUTPATIENT,BUDESONIDE 0.25MG/2ML SUSP,J7626,0487-9601-01,250,$52.18 ,$41.74 ,$44.87 ,$44.87 ,$44.87 ,,$44.35 ,$44.35 ,$42.79 ,$44.35 ,$44.35 ,,$44.35 ,$44.35 ,$44.35 ,$44.35 ,,$48.53 ,$48.53 ,$48.53 ,$46.96 ,$46.96 ,$46.96 ,,$46.96 ,,$46.96 ,,,$46.96 ,$46.96 ,$46.96 ,,$46.96 ,$46.96 ,$42.79 ,$48.53 
OP_RX-81000008-ERX44223,OUTPATIENT,BUDESONIDE 0.5MG/2ML SUSP,J7626,,250,$55.00 ,$44.00 ,$47.30 ,$47.30 ,$47.30 ,,$46.75 ,$46.75 ,$45.10 ,$46.75 ,$46.75 ,,$46.75 ,$46.75 ,$46.75 ,$46.75 ,,$51.15 ,$51.15 ,$51.15 ,$49.50 ,$49.50 ,$49.50 ,,$49.50 ,,$49.50 ,,,$49.50 ,$49.50 ,$49.50 ,,$49.50 ,$49.50 ,$45.10 ,$51.15 
OP_RX-81000008-ERX44550,OUTPATIENT,IRON SUCROSE 20MG/ML SOLN,J1756,,636,$4.50 ,$3.60 ,$3.87 ,$3.87 ,$3.87 ,,$3.83 ,$3.83 ,$3.69 ,$3.83 ,$3.83 ,,$3.83 ,$3.83 ,$3.83 ,$3.83 ,,$4.19 ,$4.19 ,$4.19 ,$4.05 ,$4.05 ,$4.05 ,,$4.05 ,,$4.05 ,$4.68 ,,$4.05 ,$4.05 ,$4.05 ,,$4.05 ,$4.05 ,$3.69 ,$4.68 
OP_RX-81000008-ERX44711,OUTPATIENT,PREDNISOLONE SODIUM PHOSPHATE 15MG/5ML SOLN,J7510,,250,$15.00 ,$12.00 ,$12.90 ,$12.90 ,$12.90 ,,$12.75 ,$12.75 ,$12.30 ,$12.75 ,$12.75 ,,$12.75 ,$12.75 ,$12.75 ,$12.75 ,,$13.95 ,$13.95 ,$13.95 ,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,,$13.50 ,,,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$12.30 ,$13.95 
OP_RX-81000008-ERX44722,OUTPATIENT,"CROTALIDAE POLYVALENT IMMUNE FAB, OVINE SOLR 1 EACH VIAL",J0840,,250,"$1,482.55 ","$1,186.04 ","$1,274.99 ","$1,274.99 ","$1,274.99 ","$2,743.36 ","$1,260.17 ","$1,260.17 ","$1,215.69 ","$1,260.17 ","$1,260.17 ","$2,743.36 ","$1,260.17 ","$1,260.17 ","$1,260.17 ","$1,260.17 ","$2,743.36 ","$1,378.77 ","$1,378.77 ","$1,378.77 ","$1,334.30 ","$1,334.30 ","$1,334.30 ","$2,743.36 ","$1,334.30 ","$2,743.36 ","$1,334.30 ","$2,641.15 ","$2,743.36 ","$1,334.30 ","$1,334.30 ","$1,334.30 ","$2,743.36 ","$1,334.30 ","$1,334.30 ","$1,215.69 ","$2,743.36 "
OP_RX-81000008-ERX44858,OUTPATIENT,PANTOPRAZOLE 40MG SOLR,S0164,,250,$75.00 ,$60.00 ,$64.50 ,$64.50 ,$64.50 ,,$63.75 ,$63.75 ,$61.50 ,$63.75 ,$63.75 ,,$63.75 ,$63.75 ,$63.75 ,$63.75 ,,$69.75 ,$69.75 ,$69.75 ,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,,$67.50 ,$9.58 ,,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$9.58 ,$69.75 
OP_RX-81000008-ERX45095,OUTPATIENT,CASPOFUNGIN 50MG SOLR 1 EACH VIAL,J0637,0006-3822-10,250,$202.63 ,$162.10 ,$174.26 ,$174.26 ,$174.26 ,,$172.24 ,$172.24 ,$166.16 ,$172.24 ,$172.24 ,,$172.24 ,$172.24 ,$172.24 ,$172.24 ,,$188.45 ,$188.45 ,$188.45 ,$182.37 ,$182.37 ,$182.37 ,,$182.37 ,,$182.37 ,,,$182.37 ,$182.37 ,$182.37 ,,$182.37 ,$182.37 ,$166.16 ,$188.45 
OP_RX-81000008-ERX45096,OUTPATIENT,CASPOFUNGIN 70MG SOLR 1 EACH VIAL,J0637,0006-3823-10,250,$150.38 ,$120.30 ,$129.33 ,$129.33 ,$129.33 ,,$127.82 ,$127.82 ,$123.31 ,$127.82 ,$127.82 ,,$127.82 ,$127.82 ,$127.82 ,$127.82 ,,$139.85 ,$139.85 ,$139.85 ,$135.34 ,$135.34 ,$135.34 ,,$135.34 ,,$135.34 ,,,$135.34 ,$135.34 ,$135.34 ,,$135.34 ,$135.34 ,$123.31 ,$139.85 
OP_RX-81000008-ERX47021,OUTPATIENT,ALTEPLASE 2MG SOLR,J2997,50242-041-64,250,$487.50 ,$390.00 ,$419.25 ,$419.25 ,$419.25 ,$87.75 ,$414.38 ,$414.38 ,$399.75 ,$414.38 ,$414.38 ,$87.75 ,$414.38 ,$414.38 ,$414.38 ,$414.38 ,$87.75 ,$453.38 ,$453.38 ,$453.38 ,$438.75 ,$438.75 ,$438.75 ,$87.75 ,$438.75 ,$87.75 ,$438.75 ,$92.13 ,$87.75 ,$438.75 ,$438.75 ,$438.75 ,$87.75 ,$438.75 ,$438.75 ,$87.75 ,$453.38 
OP_RX-81000008-ERX48025,OUTPATIENT,"ERTAPENEM 1,000MG SOLR 1 EACH VIAL",J1335,55150-282-20,250,$487.50 ,$390.00 ,$419.25 ,$419.25 ,$419.25 ,,$414.38 ,$414.38 ,$399.75 ,$414.38 ,$414.38 ,,$414.38 ,$414.38 ,$414.38 ,$414.38 ,,$453.38 ,$453.38 ,$453.38 ,$438.75 ,$438.75 ,$438.75 ,,$438.75 ,,$438.75 ,$28.94 ,,$438.75 ,$438.75 ,$438.75 ,,$438.75 ,$438.75 ,$28.94 ,$453.38 
OP_RX-81000008-ERX49446,OUTPATIENT,LEUPROLIDE 22.5MG KIT,J9217,62935-223-05,636,"$2,500.00 ","$2,000.00 ","$2,150.00 ","$2,150.00 ","$2,150.00 ",$139.09 ,"$2,125.00 ","$2,125.00 ","$2,050.00 ","$2,125.00 ","$2,125.00 ",$139.09 ,"$2,125.00 ","$2,125.00 ","$2,125.00 ","$2,125.00 ",$139.09 ,"$2,325.00 ","$2,325.00 ","$2,325.00 ","$2,250.00 ","$2,250.00 ","$2,250.00 ",$139.09 ,"$2,250.00 ",$139.09 ,"$2,250.00 ",$205.19 ,$139.09 ,"$2,250.00 ","$2,250.00 ","$2,250.00 ",$139.09 ,"$2,250.00 ","$2,250.00 ",$139.09 ,"$2,325.00 "
OP_RX-81000008-ERX50000864,OUTPATIENT,MAGNESIUM SULFATE 4G/100ML,J3475,0409-6729-23,250,$9.38 ,$7.50 ,$8.07 ,$8.07 ,$8.07 ,,$7.97 ,$7.97 ,$7.69 ,$7.97 ,$7.97 ,,$7.97 ,$7.97 ,$7.97 ,$7.97 ,,$8.72 ,$8.72 ,$8.72 ,$8.44 ,$8.44 ,$8.44 ,,$8.44 ,,$8.44 ,$5.07 ,,$8.44 ,$8.44 ,$8.44 ,,$8.44 ,$8.44 ,$5.07 ,$8.72 
OP_RX-81000008-ERX50000904,OUTPATIENT,MORPHINE,J2270,99999-0006-49,250,$90.00 ,$72.00 ,$77.40 ,$77.40 ,$77.40 ,,$76.50 ,$76.50 ,$73.80 ,$76.50 ,$76.50 ,,$76.50 ,$76.50 ,$76.50 ,$76.50 ,,$83.70 ,$83.70 ,$83.70 ,$81.00 ,$81.00 ,$81.00 ,,$81.00 ,,$81.00 ,$7.63 ,,$81.00 ,$81.00 ,$81.00 ,,$81.00 ,$81.00 ,$7.63 ,$83.70 
OP_RX-81000008-ERX50000905,OUTPATIENT,HYDROMORPHONE,J1170,99999-0006-43,250,$90.00 ,$72.00 ,$77.40 ,$77.40 ,$77.40 ,,$76.50 ,$76.50 ,$73.80 ,$76.50 ,$76.50 ,,$76.50 ,$76.50 ,$76.50 ,$76.50 ,,$83.70 ,$83.70 ,$83.70 ,$81.00 ,$81.00 ,$81.00 ,,$81.00 ,,$81.00 ,$7.21 ,,$81.00 ,$81.00 ,$81.00 ,,$81.00 ,$81.00 ,$7.21 ,$83.70 
OP_RX-81000008-ERX50000908,OUTPATIENT,KETOROLAC,J1885,99999-0006-45,636,$75.00 ,$60.00 ,$64.50 ,$64.50 ,$64.50 ,,$63.75 ,$63.75 ,$61.50 ,$63.75 ,$63.75 ,,$63.75 ,$63.75 ,$63.75 ,$63.75 ,,$69.75 ,$69.75 ,$69.75 ,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,,$67.50 ,$5.01 ,,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$5.01 ,$69.75 
OP_RX-81000008-ERX50000952,OUTPATIENT,OXYTOCIN (PITOCIN) 30 UNITS/500ML,J2590,,250,$25.00 ,$20.00 ,$21.50 ,$21.50 ,$21.50 ,,$21.25 ,$21.25 ,$20.50 ,$21.25 ,$21.25 ,,$21.25 ,$21.25 ,$21.25 ,$21.25 ,,$23.25 ,$23.25 ,$23.25 ,$22.50 ,$22.50 ,$22.50 ,,$22.50 ,,$22.50 ,$7.42 ,,$22.50 ,$22.50 ,$22.50 ,,$22.50 ,$22.50 ,$7.42 ,$23.25 
OP_RX-81000008-ERX50000953,OUTPATIENT,LEVOFLOXACIN 5MG/ML,J1956,25021-132-81,250,$75.00 ,$60.00 ,$64.50 ,$64.50 ,$64.50 ,,$63.75 ,$63.75 ,$61.50 ,$63.75 ,$63.75 ,,$63.75 ,$63.75 ,$63.75 ,$63.75 ,,$69.75 ,$69.75 ,$69.75 ,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,,$67.50 ,,,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$61.50 ,$69.75 
OP_RX-81000008-ERX50000954,OUTPATIENT,LEVOFLOXACIN 5MG/ML,J1956,25021-132-82,636,$52.85 ,$42.28 ,$45.45 ,$45.45 ,$45.45 ,,$44.92 ,$44.92 ,$43.34 ,$44.92 ,$44.92 ,,$44.92 ,$44.92 ,$44.92 ,$44.92 ,,$49.15 ,$49.15 ,$49.15 ,$47.57 ,$47.57 ,$47.57 ,,$47.57 ,,$47.57 ,,,$47.57 ,$47.57 ,$47.57 ,,$47.57 ,$47.57 ,$43.34 ,$49.15 
