Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Central California Alliance for Health,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP_SUP-60050153-475831,OUTPATIENT,DVC HEALON .55ML,Z7610,,272,$470.00 ,$376.00 ,$385.40 ,$357.20 ,$352.50 ,,$385.40 ,$357.20 ,$352.50 ,$263.20 ,,$385.40 ,$357.20 ,$352.50 ,$282.00 ,,,$385.40 ,$357.20 ,$352.50 ,$385.40 ,$352.50 ,$347.80 ,,$404.20 ,,$413.60 ,,$296.10 ,$385.40 ,$366.60 ,$347.80 ,,$357.20 ,$305.50 ,$263.20 ,$413.60 
OP_SUP-60050153-477156,OUTPATIENT,SUT PDS II 3-0 CT-2 VIL 27,Z7610,,272,$151.20 ,$120.96 ,$123.98 ,$114.91 ,$113.40 ,,$123.98 ,$114.91 ,$113.40 ,$84.67 ,,$123.98 ,$114.91 ,$113.40 ,$90.72 ,,,$123.98 ,$114.91 ,$113.40 ,$123.98 ,$113.40 ,$111.89 ,,$130.03 ,,$133.06 ,,$95.26 ,$123.98 ,$117.94 ,$111.89 ,,$114.91 ,$98.28 ,$84.67 ,$133.06 
OP_SUP-60050153-478037,OUTPATIENT,SUT FIBERTAPE 17IN BLU NBR 2,Z7610,,272,$750.01 ,$600.01 ,$615.01 ,$570.01 ,$562.51 ,,$615.01 ,$570.01 ,$562.51 ,$420.01 ,,$615.01 ,$570.01 ,$562.51 ,$450.01 ,,,$615.01 ,$570.01 ,$562.51 ,$615.01 ,$562.51 ,$555.01 ,,$645.01 ,,$660.01 ,,$472.51 ,$615.01 ,$585.01 ,$555.01 ,,$570.01 ,$487.51 ,$420.01 ,$660.01 
OP_SUP-60050153-479400,OUTPATIENT,BLE SAW NRW UNIV ANKLE STRL,Z7610,,272,$968.00 ,$774.40 ,$793.76 ,$735.68 ,$726.00 ,,$793.76 ,$735.68 ,$726.00 ,$542.08 ,,$793.76 ,$735.68 ,$726.00 ,$580.80 ,,,$793.76 ,$735.68 ,$726.00 ,$793.76 ,$726.00 ,$716.32 ,,$832.48 ,,$851.84 ,,$609.84 ,$793.76 ,$755.04 ,$716.32 ,,$735.68 ,$629.20 ,$542.08 ,$851.84 
OP_SUP-60050153-479723,OUTPATIENT,DRILL BIT FRAG LOC 2.5MM,Z7610,,272,"$1,152.00 ",$921.60 ,$944.64 ,$875.52 ,$864.00 ,,$944.64 ,$875.52 ,$864.00 ,$645.12 ,,$944.64 ,$875.52 ,$864.00 ,$691.20 ,,,$944.64 ,$875.52 ,$864.00 ,$944.64 ,$864.00 ,$852.48 ,,$990.72 ,,"$1,013.76 ",,$725.76 ,$944.64 ,$898.56 ,$852.48 ,,$875.52 ,$748.80 ,$645.12 ,"$1,013.76 "
OP_SUP-60050153-481004,OUTPATIENT,ADHV DERMABOND PRINEO 22CM,Z7610,,272,"$2,451.12 ","$1,960.90 ","$2,009.92 ","$1,862.85 ","$1,838.34 ",,"$2,009.92 ","$1,862.85 ","$1,838.34 ","$1,372.63 ",,"$2,009.92 ","$1,862.85 ","$1,838.34 ","$1,470.67 ",,,"$2,009.92 ","$1,862.85 ","$1,838.34 ","$2,009.92 ","$1,838.34 ","$1,813.83 ",,"$2,107.96 ",,"$2,156.99 ",,"$1,544.21 ","$2,009.92 ","$1,911.87 ","$1,813.83 ",,"$1,862.85 ","$1,593.23 ","$1,372.63 ","$2,156.99 "
OP_SUP-60050153-481135,OUTPATIENT,SUT LASSO 45 DEG CRVD RT,Z7610,,272,"$1,280.00 ","$1,024.00 ","$1,049.60 ",$972.80 ,$960.00 ,,"$1,049.60 ",$972.80 ,$960.00 ,$716.80 ,,"$1,049.60 ",$972.80 ,$960.00 ,$768.00 ,,,"$1,049.60 ",$972.80 ,$960.00 ,"$1,049.60 ",$960.00 ,$947.20 ,,"$1,100.80 ",,"$1,126.40 ",,$806.40 ,"$1,049.60 ",$998.40 ,$947.20 ,,$972.80 ,$832.00 ,$716.80 ,"$1,126.40 "
OP_SUP-60050153-481459,OUTPATIENT,BIT DRILL 2.0MM X 30MM,Z7610,,272,$848.00 ,$678.40 ,$695.36 ,$644.48 ,$636.00 ,,$695.36 ,$644.48 ,$636.00 ,$474.88 ,,$695.36 ,$644.48 ,$636.00 ,$508.80 ,,,$695.36 ,$644.48 ,$636.00 ,$695.36 ,$636.00 ,$627.52 ,,$729.28 ,,$746.24 ,,$534.24 ,$695.36 ,$661.44 ,$627.52 ,,$644.48 ,$551.20 ,$474.88 ,$746.24 
OP_SUP-60050153-481586,OUTPATIENT,DVC LAP SUC IRR W/ CAUTERY,Z7610,,272,$572.90 ,$458.32 ,$469.78 ,$435.40 ,$429.68 ,,$469.78 ,$435.40 ,$429.68 ,$320.82 ,,$469.78 ,$435.40 ,$429.68 ,$343.74 ,,,$469.78 ,$435.40 ,$429.68 ,$469.78 ,$429.68 ,$423.95 ,,$492.69 ,,$504.15 ,,$360.93 ,$469.78 ,$446.86 ,$423.95 ,,$435.40 ,$372.39 ,$320.82 ,$504.15 
OP_SUP-60050153-481587,OUTPATIENT,DVC LAP SUC IRR,Z7610,,272,$371.80 ,$297.44 ,$304.88 ,$282.57 ,$278.85 ,,$304.88 ,$282.57 ,$278.85 ,$208.21 ,,$304.88 ,$282.57 ,$278.85 ,$223.08 ,,,$304.88 ,$282.57 ,$278.85 ,$304.88 ,$278.85 ,$275.13 ,,$319.75 ,,$327.18 ,,$234.23 ,$304.88 ,$290.00 ,$275.13 ,,$282.57 ,$241.67 ,$208.21 ,$327.18 
OP_SUP-60050153-482354,OUTPATIENT,NDL INJ CYSTOSCOPIC 4.8FR 35CM,Z7610,,272,$625.00 ,$500.00 ,$512.50 ,$475.00 ,$468.75 ,,$512.50 ,$475.00 ,$468.75 ,$350.00 ,,$512.50 ,$475.00 ,$468.75 ,$375.00 ,,,$512.50 ,$475.00 ,$468.75 ,$512.50 ,$468.75 ,$462.50 ,,$537.50 ,,$550.00 ,,$393.75 ,$512.50 ,$487.50 ,$462.50 ,,$475.00 ,$406.25 ,$350.00 ,$550.00 
OP_SUP-60050153-482581,OUTPATIENT,NDL BIOP TRU CUT 18GAX6IN,Z7610,,272,$160.60 ,$128.48 ,$131.69 ,$122.06 ,$120.45 ,,$131.69 ,$122.06 ,$120.45 ,$89.94 ,,$131.69 ,$122.06 ,$120.45 ,$96.36 ,,,$131.69 ,$122.06 ,$120.45 ,$131.69 ,$120.45 ,$118.84 ,,$138.12 ,,$141.33 ,,$101.18 ,$131.69 ,$125.27 ,$118.84 ,,$122.06 ,$104.39 ,$89.94 ,$141.33 
OP_SUP-60050153-483227,OUTPATIENT,POSITIONER BUMP 11.5X7.5X5.5IN,Z7610,,272,$380.00 ,$304.00 ,$311.60 ,$288.80 ,$285.00 ,,$311.60 ,$288.80 ,$285.00 ,$212.80 ,,$311.60 ,$288.80 ,$285.00 ,$228.00 ,,,$311.60 ,$288.80 ,$285.00 ,$311.60 ,$285.00 ,$281.20 ,,$326.80 ,,$334.40 ,,$239.40 ,$311.60 ,$296.40 ,$281.20 ,,$288.80 ,$247.00 ,$212.80 ,$334.40 
OP_SUP-60050153-483309,OUTPATIENT,FORCEP BIOP OLYM 230CM 3.7MM,Z7610,,272,$130.20 ,$104.16 ,$106.76 ,$98.95 ,$97.65 ,,$106.76 ,$98.95 ,$97.65 ,$72.91 ,,$106.76 ,$98.95 ,$97.65 ,$78.12 ,,,$106.76 ,$98.95 ,$97.65 ,$106.76 ,$97.65 ,$96.35 ,,$111.97 ,,$114.58 ,,$82.03 ,$106.76 ,$101.56 ,$96.35 ,,$98.95 ,$84.63 ,$72.91 ,$114.58 
OP_SUP-60050153-483396,OUTPATIENT,PNCL ROCK SW STRL COTD,Z7610,,272,$234.70 ,$187.76 ,$192.45 ,$178.37 ,$176.03 ,,$192.45 ,$178.37 ,$176.03 ,$131.43 ,,$192.45 ,$178.37 ,$176.03 ,$140.82 ,,,$192.45 ,$178.37 ,$176.03 ,$192.45 ,$176.03 ,$173.68 ,,$201.84 ,,$206.54 ,,$147.86 ,$192.45 ,$183.07 ,$173.68 ,,$178.37 ,$152.56 ,$131.43 ,$206.54 
OP_SUP-60050153-483652,OUTPATIENT,BLD RETRACT SPLITTER SPNL DISP,Z7610,,272,"$3,500.00 ","$2,800.00 ","$2,870.00 ","$2,660.00 ","$2,625.00 ",,"$2,870.00 ","$2,660.00 ","$2,625.00 ","$1,960.00 ",,"$2,870.00 ","$2,660.00 ","$2,625.00 ","$2,100.00 ",,,"$2,870.00 ","$2,660.00 ","$2,625.00 ","$2,870.00 ","$2,625.00 ","$2,590.00 ",,"$3,010.00 ",,"$3,080.00 ",,"$2,205.00 ","$2,870.00 ","$2,730.00 ","$2,590.00 ",,"$2,660.00 ","$2,275.00 ","$1,960.00 ","$3,080.00 "
OP_SUP-60050153-485330,OUTPATIENT,NDL KNEE PASSER RTRVR 3.2MM,Z7610,,272,"$1,560.00 ","$1,248.00 ","$1,279.20 ","$1,185.60 ","$1,170.00 ",,"$1,279.20 ","$1,185.60 ","$1,170.00 ",$873.60 ,,"$1,279.20 ","$1,185.60 ","$1,170.00 ",$936.00 ,,,"$1,279.20 ","$1,185.60 ","$1,170.00 ","$1,279.20 ","$1,170.00 ","$1,154.40 ",,"$1,341.60 ",,"$1,372.80 ",,$982.80 ,"$1,279.20 ","$1,216.80 ","$1,154.40 ",,"$1,185.60 ","$1,014.00 ",$873.60 ,"$1,372.80 "
OP_SUP-60050153-485435,OUTPATIENT,PAD GROUNDING RADIO FREQ DISP,Z7610,,272,$159.50 ,$127.60 ,$130.79 ,$121.22 ,$119.63 ,,$130.79 ,$121.22 ,$119.63 ,$89.32 ,,$130.79 ,$121.22 ,$119.63 ,$95.70 ,,,$130.79 ,$121.22 ,$119.63 ,$130.79 ,$119.63 ,$118.03 ,,$137.17 ,,$140.36 ,,$100.49 ,$130.79 ,$124.41 ,$118.03 ,,$121.22 ,$103.68 ,$89.32 ,$140.36 
OP_SUP-60050153-485443,OUTPATIENT,CAN CRVD DISP 20GAX10CM 10MM,Z7610,,272,$190.00 ,$152.00 ,$155.80 ,$144.40 ,$142.50 ,,$155.80 ,$144.40 ,$142.50 ,$106.40 ,,$155.80 ,$144.40 ,$142.50 ,$114.00 ,,,$155.80 ,$144.40 ,$142.50 ,$155.80 ,$142.50 ,$140.60 ,,$163.40 ,,$167.20 ,,$119.70 ,$155.80 ,$148.20 ,$140.60 ,,$144.40 ,$123.50 ,$106.40 ,$167.20 
OP_SUP-60050153-485444,OUTPATIENT,CAN CRVD DISP 18GX10MMX15CM,Z7610,,272,$150.00 ,$120.00 ,$123.00 ,$114.00 ,$112.50 ,,$123.00 ,$114.00 ,$112.50 ,$84.00 ,,$123.00 ,$114.00 ,$112.50 ,$90.00 ,,,$123.00 ,$114.00 ,$112.50 ,$123.00 ,$112.50 ,$111.00 ,,$129.00 ,,$132.00 ,,$94.50 ,$123.00 ,$117.00 ,$111.00 ,,$114.00 ,$97.50 ,$84.00 ,$132.00 
OP_SUP-60050153-485445,OUTPATIENT,CAN CRVD DISP 18GAX10CM 10MM,Z7610,,272,$150.00 ,$120.00 ,$123.00 ,$114.00 ,$112.50 ,,$123.00 ,$114.00 ,$112.50 ,$84.00 ,,$123.00 ,$114.00 ,$112.50 ,$90.00 ,,,$123.00 ,$114.00 ,$112.50 ,$123.00 ,$112.50 ,$111.00 ,,$129.00 ,,$132.00 ,,$94.50 ,$123.00 ,$117.00 ,$111.00 ,,$114.00 ,$97.50 ,$84.00 ,$132.00 
OP_SUP-60050153-485447,OUTPATIENT,CAN CRVD DISP 22GAX10CM 10MM,Z7610,,272,$150.00 ,$120.00 ,$123.00 ,$114.00 ,$112.50 ,,$123.00 ,$114.00 ,$112.50 ,$84.00 ,,$123.00 ,$114.00 ,$112.50 ,$90.00 ,,,$123.00 ,$114.00 ,$112.50 ,$123.00 ,$112.50 ,$111.00 ,,$129.00 ,,$132.00 ,,$94.50 ,$123.00 ,$117.00 ,$111.00 ,,$114.00 ,$97.50 ,$84.00 ,$132.00 
OP_SUP-60050153-485451,OUTPATIENT,ELECT RF DISP 5CM,Z7610,,272,$750.01 ,$600.01 ,$615.01 ,$570.01 ,$562.51 ,,$615.01 ,$570.01 ,$562.51 ,$420.01 ,,$615.01 ,$570.01 ,$562.51 ,$450.01 ,,,$615.01 ,$570.01 ,$562.51 ,$615.01 ,$562.51 ,$555.01 ,,$645.01 ,,$660.01 ,,$472.51 ,$615.01 ,$585.01 ,$555.01 ,,$570.01 ,$487.51 ,$420.01 ,$660.01 
OP_SUP-60050153-485452,OUTPATIENT,ELECT RF DISP 10CM,Z7610,,272,$760.00 ,$608.00 ,$623.20 ,$577.60 ,$570.00 ,,$623.20 ,$577.60 ,$570.00 ,$425.60 ,,$623.20 ,$577.60 ,$570.00 ,$456.00 ,,,$623.20 ,$577.60 ,$570.00 ,$623.20 ,$570.00 ,$562.40 ,,$653.60 ,,$668.80 ,,$478.80 ,$623.20 ,$592.80 ,$562.40 ,,$577.60 ,$494.00 ,$425.60 ,$668.80 
OP_SUP-60050153-485453,OUTPATIENT,ELECT RF DISP 15CM,Z7610,,272,$760.00 ,$608.00 ,$623.20 ,$577.60 ,$570.00 ,,$623.20 ,$577.60 ,$570.00 ,$425.60 ,,$623.20 ,$577.60 ,$570.00 ,$456.00 ,,,$623.20 ,$577.60 ,$570.00 ,$623.20 ,$570.00 ,$562.40 ,,$653.60 ,,$668.80 ,,$478.80 ,$623.20 ,$592.80 ,$562.40 ,,$577.60 ,$494.00 ,$425.60 ,$668.80 
OP_SUP-60050153-485931,OUTPATIENT,MODULE NDL SSEP NVM5,Z7610,,272,"$6,000.00 ","$4,800.00 ","$4,920.00 ","$4,560.00 ","$4,500.00 ",,"$4,920.00 ","$4,560.00 ","$4,500.00 ","$3,360.00 ",,"$4,920.00 ","$4,560.00 ","$4,500.00 ","$3,600.00 ",,,"$4,920.00 ","$4,560.00 ","$4,500.00 ","$4,920.00 ","$4,500.00 ","$4,440.00 ",,"$5,160.00 ",,"$5,280.00 ",,"$3,780.00 ","$4,920.00 ","$4,680.00 ","$4,440.00 ",,"$4,560.00 ","$3,900.00 ","$3,360.00 ","$5,280.00 "
OP_SUP-60050153-485992,OUTPATIENT,DRILL PEG TALAR INBONE 4MM,Z7610,,272,$750.01 ,$600.01 ,$615.01 ,$570.01 ,$562.51 ,,$615.01 ,$570.01 ,$562.51 ,$420.01 ,,$615.01 ,$570.01 ,$562.51 ,$450.01 ,,,$615.01 ,$570.01 ,$562.51 ,$615.01 ,$562.51 ,$555.01 ,,$645.01 ,,$660.01 ,,$472.51 ,$615.01 ,$585.01 ,$555.01 ,,$570.01 ,$487.51 ,$420.01 ,$660.01 
OP_SUP-60050153-486035,OUTPATIENT,SUT SPRL PGAPCL 4-0 FS-2 5IN,Z7610,,272,$291.90 ,$233.52 ,$239.36 ,$221.84 ,$218.93 ,,$239.36 ,$221.84 ,$218.93 ,$163.46 ,,$239.36 ,$221.84 ,$218.93 ,$175.14 ,,,$239.36 ,$221.84 ,$218.93 ,$239.36 ,$218.93 ,$216.01 ,,$251.03 ,,$256.87 ,,$183.90 ,$239.36 ,$227.68 ,$216.01 ,,$221.84 ,$189.74 ,$163.46 ,$256.87 
OP_SUP-60050153-486048,OUTPATIENT,SUT SYMMETRIC 0 PDS 45CM,Z7610,,272,$245.20 ,$196.16 ,$201.06 ,$186.35 ,$183.90 ,,$201.06 ,$186.35 ,$183.90 ,$137.31 ,,$201.06 ,$186.35 ,$183.90 ,$147.12 ,,,$201.06 ,$186.35 ,$183.90 ,$201.06 ,$183.90 ,$181.45 ,,$210.87 ,,$215.78 ,,$154.48 ,$201.06 ,$191.26 ,$181.45 ,,$186.35 ,$159.38 ,$137.31 ,$215.78 
OP_SUP-60050153-486371,OUTPATIENT,NUT RETAINER FOR PRODISC C,Z7610,,272,$634.50 ,$507.60 ,$520.29 ,$482.22 ,$475.88 ,,$520.29 ,$482.22 ,$475.88 ,$355.32 ,,$520.29 ,$482.22 ,$475.88 ,$380.70 ,,,$520.29 ,$482.22 ,$475.88 ,$520.29 ,$475.88 ,$469.53 ,,$545.67 ,,$558.36 ,,$399.74 ,$520.29 ,$494.91 ,$469.53 ,,$482.22 ,$412.43 ,$355.32 ,$558.36 
OP_SUP-60050153-486403,OUTPATIENT,SYS TRACKER PT NON INVASIVE,Z7610,,272,"$1,426.40 ","$1,141.12 ","$1,169.65 ","$1,084.06 ","$1,069.80 ",,"$1,169.65 ","$1,084.06 ","$1,069.80 ",$798.78 ,,"$1,169.65 ","$1,084.06 ","$1,069.80 ",$855.84 ,,,"$1,169.65 ","$1,084.06 ","$1,069.80 ","$1,169.65 ","$1,069.80 ","$1,055.54 ",,"$1,226.70 ",,"$1,255.23 ",,$898.63 ,"$1,169.65 ","$1,112.59 ","$1,055.54 ",,"$1,084.06 ",$927.16 ,$798.78 ,"$1,255.23 "
OP_SUP-60050153-488673,OUTPATIENT,BIT DRILL TIB CORNER,Z7610,,272,"$1,248.00 ",$998.40 ,"$1,023.36 ",$948.48 ,$936.00 ,,"$1,023.36 ",$948.48 ,$936.00 ,$698.88 ,,"$1,023.36 ",$948.48 ,$936.00 ,$748.80 ,,,"$1,023.36 ",$948.48 ,$936.00 ,"$1,023.36 ",$936.00 ,$923.52 ,,"$1,073.28 ",,"$1,098.24 ",,$786.24 ,"$1,023.36 ",$973.44 ,$923.52 ,,$948.48 ,$811.20 ,$698.88 ,"$1,098.24 "
OP_SUP-60050153-488695,OUTPATIENT,FORCEP TENACULUM XI 75DEG 8MM,Z7610,,272,"$1,760.00 ","$1,408.00 ","$1,443.20 ","$1,337.60 ","$1,320.00 ",,"$1,443.20 ","$1,337.60 ","$1,320.00 ",$985.60 ,,"$1,443.20 ","$1,337.60 ","$1,320.00 ","$1,056.00 ",,,"$1,443.20 ","$1,337.60 ","$1,320.00 ","$1,443.20 ","$1,320.00 ","$1,302.40 ",,"$1,513.60 ",,"$1,548.80 ",,"$1,108.80 ","$1,443.20 ","$1,372.80 ","$1,302.40 ",,"$1,337.60 ","$1,144.00 ",$985.60 ,"$1,548.80 "
OP_SUP-60050153-488696,OUTPATIENT,DRIVER NDL MEGA DAVINCI XI 8MM,Z7610,,272,"$1,760.00 ","$1,408.00 ","$1,443.20 ","$1,337.60 ","$1,320.00 ",,"$1,443.20 ","$1,337.60 ","$1,320.00 ",$985.60 ,,"$1,443.20 ","$1,337.60 ","$1,320.00 ","$1,056.00 ",,,"$1,443.20 ","$1,337.60 ","$1,320.00 ","$1,443.20 ","$1,320.00 ","$1,302.40 ",,"$1,513.60 ",,"$1,548.80 ",,"$1,108.80 ","$1,443.20 ","$1,372.80 ","$1,302.40 ",,"$1,337.60 ","$1,144.00 ",$985.60 ,"$1,548.80 "
OP_SUP-60050153-488699,OUTPATIENT,SWVR PT STR STD HEX 1.5MM,Z7610,,272,"$2,600.01 ","$2,080.01 ","$2,132.01 ","$1,976.01 ","$1,950.01 ",,"$2,132.01 ","$1,976.01 ","$1,950.01 ","$1,456.01 ",,"$2,132.01 ","$1,976.01 ","$1,950.01 ","$1,560.01 ",,,"$2,132.01 ","$1,976.01 ","$1,950.01 ","$2,132.01 ","$1,950.01 ","$1,924.01 ",,"$2,236.01 ",,"$2,288.01 ",,"$1,638.01 ","$2,132.01 ","$2,028.01 ","$1,924.01 ",,"$1,976.01 ","$1,690.01 ","$1,456.01 ","$2,288.01 "
OP_SUP-60050153-488906,OUTPATIENT,GUIDE ALIGNMENT TIB PROPHECY,Z7610,,272,"$6,000.00 ","$4,800.00 ","$4,920.00 ","$4,560.00 ","$4,500.00 ",,"$4,920.00 ","$4,560.00 ","$4,500.00 ","$3,360.00 ",,"$4,920.00 ","$4,560.00 ","$4,500.00 ","$3,600.00 ",,,"$4,920.00 ","$4,560.00 ","$4,500.00 ","$4,920.00 ","$4,500.00 ","$4,440.00 ",,"$5,160.00 ",,"$5,280.00 ",,"$3,780.00 ","$4,920.00 ","$4,680.00 ","$4,440.00 ",,"$4,560.00 ","$3,900.00 ","$3,360.00 ","$5,280.00 "
OP_SUP-60050153-488907,OUTPATIENT,KIT ASSY STD TITAN,Z7610,,272,"$3,906.00 ","$3,124.80 ","$3,202.92 ","$2,968.56 ","$2,929.50 ",,"$3,202.92 ","$2,968.56 ","$2,929.50 ","$2,187.36 ",,"$3,202.92 ","$2,968.56 ","$2,929.50 ","$2,343.60 ",,,"$3,202.92 ","$2,968.56 ","$2,929.50 ","$3,202.92 ","$2,929.50 ","$2,890.44 ",,"$3,359.16 ",,"$3,437.28 ",,"$2,460.78 ","$3,202.92 ","$3,046.68 ","$2,890.44 ",,"$2,968.56 ","$2,538.90 ","$2,187.36 ","$3,437.28 "
OP_SUP-60050153-489254,OUTPATIENT,REDUCER CAN DAVINCI XI 12-8MM,Z7610,,272,$250.00 ,$200.00 ,$205.00 ,$190.00 ,$187.50 ,,$205.00 ,$190.00 ,$187.50 ,$140.00 ,,$205.00 ,$190.00 ,$187.50 ,$150.00 ,,,$205.00 ,$190.00 ,$187.50 ,$205.00 ,$187.50 ,$185.00 ,,$215.00 ,,$220.00 ,,$157.50 ,$205.00 ,$195.00 ,$185.00 ,,$190.00 ,$162.50 ,$140.00 ,$220.00 
OP_SUP-60050153-490102,OUTPATIENT,PK TRABECTOME PROCEDURE,Z7610,,272,"$4,110.00 ","$3,288.00 ","$3,370.20 ","$3,123.60 ","$3,082.50 ",,"$3,370.20 ","$3,123.60 ","$3,082.50 ","$2,301.60 ",,"$3,370.20 ","$3,123.60 ","$3,082.50 ","$2,466.00 ",,,"$3,370.20 ","$3,123.60 ","$3,082.50 ","$3,370.20 ","$3,082.50 ","$3,041.40 ",,"$3,534.60 ",,"$3,616.80 ",,"$2,589.30 ","$3,370.20 ","$3,205.80 ","$3,041.40 ",,"$3,123.60 ","$2,671.50 ","$2,301.60 ","$3,616.80 "
OP_SUP-60050153-490427,OUTPATIENT,RESECTOR 2.9MM STERLING FLR,Z7610,,272,$370.00 ,$296.00 ,$303.40 ,$281.20 ,$277.50 ,,$303.40 ,$281.20 ,$277.50 ,$207.20 ,,$303.40 ,$281.20 ,$277.50 ,$222.00 ,,,$303.40 ,$281.20 ,$277.50 ,$303.40 ,$277.50 ,$273.80 ,,$318.20 ,,$325.60 ,,$233.10 ,$303.40 ,$288.60 ,$273.80 ,,$281.20 ,$240.50 ,$207.20 ,$325.60 
OP_SUP-60050153-490447,OUTPATIENT,KIT MIC SAF PEG 24FR 8MM,Z7610,,272,$985.52 ,$788.42 ,$808.13 ,$749.00 ,$739.14 ,,$808.13 ,$749.00 ,$739.14 ,$551.89 ,,$808.13 ,$749.00 ,$739.14 ,$591.31 ,,,$808.13 ,$749.00 ,$739.14 ,$808.13 ,$739.14 ,$729.28 ,,$847.55 ,,$867.26 ,,$620.88 ,$808.13 ,$768.71 ,$729.28 ,,$749.00 ,$640.59 ,$551.89 ,$867.26 
OP_SUP-60050153-490516,OUTPATIENT,BIT DRILL 2.0MM CANLT,Z7610,,272,"$1,077.12 ",$861.70 ,$883.24 ,$818.61 ,$807.84 ,,$883.24 ,$818.61 ,$807.84 ,$603.19 ,,$883.24 ,$818.61 ,$807.84 ,$646.27 ,,,$883.24 ,$818.61 ,$807.84 ,$883.24 ,$807.84 ,$797.07 ,,$926.32 ,,$947.87 ,,$678.59 ,$883.24 ,$840.15 ,$797.07 ,,$818.61 ,$700.13 ,$603.19 ,$947.87 
OP_SUP-60050153-490650,OUTPATIENT,SCISSORS POTTS DAVINCI XI 8MM,Z7610,,272,"$1,560.00 ","$1,248.00 ","$1,279.20 ","$1,185.60 ","$1,170.00 ",,"$1,279.20 ","$1,185.60 ","$1,170.00 ",$873.60 ,,"$1,279.20 ","$1,185.60 ","$1,170.00 ",$936.00 ,,,"$1,279.20 ","$1,185.60 ","$1,170.00 ","$1,279.20 ","$1,170.00 ","$1,154.40 ",,"$1,341.60 ",,"$1,372.80 ",,$982.80 ,"$1,279.20 ","$1,216.80 ","$1,154.40 ",,"$1,185.60 ","$1,014.00 ",$873.60 ,"$1,372.80 "
OP_SUP-60050153-490668,OUTPATIENT,DVC DELINEATOR PLAS CUP 3.0CM,Z7610,,272,$880.16 ,$704.13 ,$721.73 ,$668.92 ,$660.12 ,,$721.73 ,$668.92 ,$660.12 ,$492.89 ,,$721.73 ,$668.92 ,$660.12 ,$528.10 ,,,$721.73 ,$668.92 ,$660.12 ,$721.73 ,$660.12 ,$651.32 ,,$756.94 ,,$774.54 ,,$554.50 ,$721.73 ,$686.52 ,$651.32 ,,$668.92 ,$572.10 ,$492.89 ,$774.54 
OP_SUP-60050153-490669,OUTPATIENT,DVC DELINEATOR PLAS CUP 3.5CM,Z7610,,272,$880.16 ,$704.13 ,$721.73 ,$668.92 ,$660.12 ,,$721.73 ,$668.92 ,$660.12 ,$492.89 ,,$721.73 ,$668.92 ,$660.12 ,$528.10 ,,,$721.73 ,$668.92 ,$660.12 ,$721.73 ,$660.12 ,$651.32 ,,$756.94 ,,$774.54 ,,$554.50 ,$721.73 ,$686.52 ,$651.32 ,,$668.92 ,$572.10 ,$492.89 ,$774.54 
OP_SUP-60050153-490670,OUTPATIENT,DVC DELINEATOR PLAS CUP 4.0CM,Z7610,,272,$880.16 ,$704.13 ,$721.73 ,$668.92 ,$660.12 ,,$721.73 ,$668.92 ,$660.12 ,$492.89 ,,$721.73 ,$668.92 ,$660.12 ,$528.10 ,,,$721.73 ,$668.92 ,$660.12 ,$721.73 ,$660.12 ,$651.32 ,,$756.94 ,,$774.54 ,,$554.50 ,$721.73 ,$686.52 ,$651.32 ,,$668.92 ,$572.10 ,$492.89 ,$774.54 
OP_SUP-60050153-490807,OUTPATIENT,KIT PREVENA PEEL/PLACE 13CM,Z7610,,272,"$5,488.86 ","$4,391.09 ","$4,500.87 ","$4,171.53 ","$4,116.65 ",,"$4,500.87 ","$4,171.53 ","$4,116.65 ","$3,073.76 ",,"$4,500.87 ","$4,171.53 ","$4,116.65 ","$3,293.32 ",,,"$4,500.87 ","$4,171.53 ","$4,116.65 ","$4,500.87 ","$4,116.65 ","$4,061.76 ",,"$4,720.42 ",,"$4,830.20 ",,"$3,457.98 ","$4,500.87 ","$4,281.31 ","$4,061.76 ",,"$4,171.53 ","$3,567.76 ","$3,073.76 ","$4,830.20 "
