Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,HealthSmart PPO,Multiplan PPO,Partnership Health Plan,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP-40900293,OUTPATIENT,HCHG CORE MYOGLOBIN,83874,,301,$279.00 ,$223.20 ,$225.99 ,$225.99 ,$225.99 ,$223.20 ,$223.20 ,$223.20 ,$223.20 ,$223.20 ,$223.20 ,$223.20 ,$223.20 ,$251.10 ,$251.10 ,$251.10 ,$237.15 ,$237.15 ,$237.15 ,$251.10 ,$251.10 ,$12.92 ,$251.10 ,$251.10 ,$251.10 ,$251.10 ,$251.10 ,$12.92 ,$251.10 
OP-40900295,OUTPATIENT,HCHG CORE OSMOLALITY SER,83930,,301,$151.00 ,$120.80 ,$122.31 ,$122.31 ,$122.31 ,$120.80 ,$120.80 ,$120.80 ,$120.80 ,$120.80 ,$120.80 ,$120.80 ,$120.80 ,$135.90 ,$135.90 ,$135.90 ,$128.35 ,$128.35 ,$128.35 ,$135.90 ,$135.90 ,$6.61 ,$135.90 ,$135.90 ,$135.90 ,$135.90 ,$135.90 ,$6.61 ,$135.90 
OP-40900296,OUTPATIENT,HCHG CORE OSMOLALITY UR,83935,,301,$156.00 ,$124.80 ,$126.36 ,$126.36 ,$126.36 ,$124.80 ,$124.80 ,$124.80 ,$124.80 ,$124.80 ,$124.80 ,$124.80 ,$124.80 ,$140.40 ,$140.40 ,$140.40 ,$132.60 ,$132.60 ,$132.60 ,$140.40 ,$140.40 ,$6.82 ,$140.40 ,$140.40 ,$140.40 ,$140.40 ,$140.40 ,$6.82 ,$140.40 
OP-40900298,OUTPATIENT,HCHG CORE PHENYTOIN TOTAL,80185,,301,$256.00 ,$204.80 ,$207.36 ,$207.36 ,$207.36 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$230.40 ,$230.40 ,$230.40 ,$217.60 ,$217.60 ,$217.60 ,$230.40 ,$230.40 ,$13.25 ,$230.40 ,$230.40 ,$230.40 ,$230.40 ,$230.40 ,$13.25 ,$230.40 
OP-40900299,OUTPATIENT,HCHG CORE PINWORM CELLOPHANE TAPE,87172,,306,$23.00 ,$18.40 ,$18.63 ,$18.63 ,$18.63 ,$18.40 ,$18.40 ,$18.40 ,$18.40 ,$18.40 ,$18.40 ,$18.40 ,$18.40 ,$20.70 ,$20.70 ,$20.70 ,$19.55 ,$19.55 ,$19.55 ,$20.70 ,$20.70 ,$3.04 ,$20.70 ,$20.70 ,$20.70 ,$20.70 ,$20.70 ,$3.04 ,$20.70 
OP-40900300,OUTPATIENT,HCHG CORE ANTI RNP AB,86235,,302,$123.00 ,$98.40 ,$99.63 ,$99.63 ,$99.63 ,$98.40 ,$98.40 ,$98.40 ,$98.40 ,$98.40 ,$98.40 ,$98.40 ,$98.40 ,$110.70 ,$110.70 ,$110.70 ,$104.55 ,$104.55 ,$104.55 ,$110.70 ,$110.70 ,$17.44 ,$110.70 ,$110.70 ,$110.70 ,$110.70 ,$110.70 ,$17.44 ,$110.70 
OP-40900301,OUTPATIENT,HCHG CORE TREPONEMA PALLIDUM,86780,,302,$77.00 ,$61.60 ,$62.37 ,$62.37 ,$62.37 ,$61.60 ,$61.60 ,$61.60 ,$61.60 ,$61.60 ,$61.60 ,$61.60 ,$61.60 ,$69.30 ,$69.30 ,$69.30 ,$65.45 ,$65.45 ,$65.45 ,$69.30 ,$69.30 ,$9.12 ,$69.30 ,$69.30 ,$69.30 ,$69.30 ,$69.30 ,$9.12 ,$69.30 
OP-40900304,OUTPATIENT,HCHG CORE PROTEIN UR QN RAN,84156,,301,$101.00 ,$80.80 ,$81.81 ,$81.81 ,$81.81 ,$80.80 ,$80.80 ,$80.80 ,$80.80 ,$80.80 ,$80.80 ,$80.80 ,$80.80 ,$90.90 ,$90.90 ,$90.90 ,$85.85 ,$85.85 ,$85.85 ,$90.90 ,$90.90 ,$2.61 ,$90.90 ,$90.90 ,$90.90 ,$90.90 ,$90.90 ,$2.61 ,$90.90 
OP-40900305,OUTPATIENT,HCHG CORE URIC ACID,84550,,301,$110.00 ,$88.00 ,$89.10 ,$89.10 ,$89.10 ,$88.00 ,$88.00 ,$88.00 ,$88.00 ,$88.00 ,$88.00 ,$88.00 ,$88.00 ,$99.00 ,$99.00 ,$99.00 ,$93.50 ,$93.50 ,$93.50 ,$99.00 ,$99.00 ,$4.52 ,$99.00 ,$99.00 ,$99.00 ,$99.00 ,$99.00 ,$4.52 ,$99.00 
OP-40900307,OUTPATIENT,HCHG CORE URIC ACID UR TIM,84560,,301,$79.00 ,$63.20 ,$63.99 ,$63.99 ,$63.99 ,$63.20 ,$63.20 ,$63.20 ,$63.20 ,$63.20 ,$63.20 ,$63.20 ,$63.20 ,$71.10 ,$71.10 ,$71.10 ,$67.15 ,$67.15 ,$67.15 ,$71.10 ,$71.10 ,$5.08 ,$71.10 ,$71.10 ,$71.10 ,$71.10 ,$71.10 ,$5.08 ,$71.10 
OP-40900308,OUTPATIENT,HCHG CORE AFB CULT BLD,87116,,306,$136.00 ,$108.80 ,$110.16 ,$110.16 ,$110.16 ,$108.80 ,$108.80 ,$108.80 ,$108.80 ,$108.80 ,$108.80 ,$108.80 ,$108.80 ,$122.40 ,$122.40 ,$122.40 ,$115.60 ,$115.60 ,$115.60 ,$122.40 ,$122.40 ,$10.47 ,$122.40 ,$122.40 ,$122.40 ,$122.40 ,$122.40 ,$10.47 ,$122.40 
OP-40900310,OUTPATIENT,HCHG CORE AMMONIA,82140,,301,$286.00 ,$228.80 ,$231.66 ,$231.66 ,$231.66 ,$228.80 ,$228.80 ,$228.80 ,$228.80 ,$228.80 ,$228.80 ,$228.80 ,$228.80 ,$257.40 ,$257.40 ,$257.40 ,$243.10 ,$243.10 ,$243.10 ,$257.40 ,$257.40 ,$14.57 ,$257.40 ,$257.40 ,$257.40 ,$257.40 ,$257.40 ,$14.57 ,$257.40 
OP-40900313,OUTPATIENT,HCHG CORE CALCIUM IONIZED,82330,,301,$149.00 ,$119.20 ,$120.69 ,$120.69 ,$120.69 ,$119.20 ,$119.20 ,$119.20 ,$119.20 ,$119.20 ,$119.20 ,$119.20 ,$119.20 ,$134.10 ,$134.10 ,$134.10 ,$126.65 ,$126.65 ,$126.65 ,$134.10 ,$134.10 ,$13.68 ,$134.10 ,$134.10 ,$134.10 ,$134.10 ,$134.10 ,$13.68 ,$134.10 
OP-40900315,OUTPATIENT,HCHG CORE CBC AUTO,85027,,305,$127.00 ,$101.60 ,$102.87 ,$102.87 ,$102.87 ,$101.60 ,$101.60 ,$101.60 ,$101.60 ,$101.60 ,$101.60 ,$101.60 ,$101.60 ,$114.30 ,$114.30 ,$114.30 ,$107.95 ,$107.95 ,$107.95 ,$114.30 ,$114.30 ,$6.47 ,$114.30 ,$114.30 ,$114.30 ,$114.30 ,$114.30 ,$6.47 ,$114.30 
OP-40900316,OUTPATIENT,HCHG CORE CK TOTAL,82550,,301,$215.00 ,$172.00 ,$174.15 ,$174.15 ,$174.15 ,$172.00 ,$172.00 ,$172.00 ,$172.00 ,$172.00 ,$172.00 ,$172.00 ,$172.00 ,$193.50 ,$193.50 ,$193.50 ,$182.75 ,$182.75 ,$182.75 ,$193.50 ,$193.50 ,$6.51 ,$193.50 ,$193.50 ,$193.50 ,$193.50 ,$193.50 ,$6.51 ,$193.50 
OP-40900317,OUTPATIENT,HCHG CORE CO2 (BICARBONATE),82374,,301,$50.00 ,$40.00 ,$40.50 ,$40.50 ,$40.50 ,$40.00 ,$40.00 ,$40.00 ,$40.00 ,$40.00 ,$40.00 ,$40.00 ,$40.00 ,$45.00 ,$45.00 ,$45.00 ,$42.50 ,$42.50 ,$42.50 ,$45.00 ,$45.00 ,$4.88 ,$45.00 ,$45.00 ,$45.00 ,$45.00 ,$45.00 ,$4.88 ,$45.00 
OP-40900319,OUTPATIENT,HCHG CORE CORTISOL (AM DRAW),82533,,301,$255.00 ,$204.00 ,$206.55 ,$206.55 ,$206.55 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$229.50 ,$229.50 ,$229.50 ,$216.75 ,$216.75 ,$216.75 ,$229.50 ,$229.50 ,$16.30 ,$229.50 ,$229.50 ,$229.50 ,$229.50 ,$229.50 ,$16.30 ,$229.50 
OP-40900320,OUTPATIENT,HCHG CORE CORTISOL (PM DRAW),82533,,301,$255.00 ,$204.00 ,$206.55 ,$206.55 ,$206.55 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$229.50 ,$229.50 ,$229.50 ,$216.75 ,$216.75 ,$216.75 ,$229.50 ,$229.50 ,$16.30 ,$229.50 ,$229.50 ,$229.50 ,$229.50 ,$229.50 ,$16.30 ,$229.50 
OP-40900321,OUTPATIENT,HCHG CORE CORTISOL TOTAL,82533,,301,$255.00 ,$204.00 ,$206.55 ,$206.55 ,$206.55 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$204.00 ,$229.50 ,$229.50 ,$229.50 ,$216.75 ,$216.75 ,$216.75 ,$229.50 ,$229.50 ,$16.30 ,$229.50 ,$229.50 ,$229.50 ,$229.50 ,$229.50 ,$16.30 ,$229.50 
OP-40900324,OUTPATIENT,HCHG CORE CULT BACT ANAEROBIC,87075,,306,$194.00 ,$155.20 ,$157.14 ,$157.14 ,$157.14 ,$155.20 ,$155.20 ,$155.20 ,$155.20 ,$155.20 ,$155.20 ,$155.20 ,$155.20 ,$174.60 ,$174.60 ,$174.60 ,$164.90 ,$164.90 ,$164.90 ,$174.60 ,$174.60 ,$9.47 ,$174.60 ,$174.60 ,$174.60 ,$174.60 ,$174.60 ,$9.47 ,$174.60 
OP-40900325,OUTPATIENT,HCHG CORE CULT BETA STREP A ONLY,87081,,306,$173.00 ,$138.40 ,$140.13 ,$140.13 ,$140.13 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$155.70 ,$155.70 ,$155.70 ,$147.05 ,$147.05 ,$147.05 ,$155.70 ,$155.70 ,$6.63 ,$155.70 ,$155.70 ,$155.70 ,$155.70 ,$155.70 ,$6.63 ,$155.70 
OP-40900326,OUTPATIENT,HCHG CORE CULT BLD BACTERIA,87040,,306,$325.00 ,$260.00 ,$263.25 ,$263.25 ,$263.25 ,$260.00 ,$260.00 ,$260.00 ,$260.00 ,$260.00 ,$260.00 ,$260.00 ,$260.00 ,$292.50 ,$292.50 ,$292.50 ,$276.25 ,$276.25 ,$276.25 ,$292.50 ,$292.50 ,$10.32 ,$292.50 ,$292.50 ,$292.50 ,$292.50 ,$292.50 ,$10.32 ,$292.50 
OP-40900327,OUTPATIENT,HCHG CORE CULT BODY FLUID,87070,,306,$401.00 ,$320.80 ,$324.81 ,$324.81 ,$324.81 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$360.90 ,$360.90 ,$360.90 ,$340.85 ,$340.85 ,$340.85 ,$360.90 ,$360.90 ,$8.62 ,$360.90 ,$360.90 ,$360.90 ,$360.90 ,$360.90 ,$8.62 ,$360.90 
OP-40900328,OUTPATIENT,HCHG CORE CULT FUNG SKIN HAIR NAIL,87101,,306,$30.00 ,$24.00 ,$24.30 ,$24.30 ,$24.30 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$27.00 ,$27.00 ,$27.00 ,$25.50 ,$25.50 ,$25.50 ,$27.00 ,$27.00 ,$7.71 ,$27.00 ,$27.00 ,$27.00 ,$27.00 ,$27.00 ,$7.71 ,$27.00 
OP-40900329,OUTPATIENT,HCHG CORE CULT GC SCRN,87081,,306,$173.00 ,$138.40 ,$140.13 ,$140.13 ,$140.13 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$155.70 ,$155.70 ,$155.70 ,$147.05 ,$147.05 ,$147.05 ,$155.70 ,$155.70 ,$6.63 ,$155.70 ,$155.70 ,$155.70 ,$155.70 ,$155.70 ,$6.63 ,$155.70 
OP-40900330,OUTPATIENT,HCHG CORE CULT GRP B STREP SCRN,87081,,306,$173.00 ,$138.40 ,$140.13 ,$140.13 ,$140.13 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$155.70 ,$155.70 ,$155.70 ,$147.05 ,$147.05 ,$147.05 ,$155.70 ,$155.70 ,$6.63 ,$155.70 ,$155.70 ,$155.70 ,$155.70 ,$155.70 ,$6.63 ,$155.70 
OP-40900331,OUTPATIENT,HCHG CORE CULT MRSA SCRN,87081,,306,$173.00 ,$138.40 ,$140.13 ,$140.13 ,$140.13 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$155.70 ,$155.70 ,$155.70 ,$147.05 ,$147.05 ,$147.05 ,$155.70 ,$155.70 ,$6.63 ,$155.70 ,$155.70 ,$155.70 ,$155.70 ,$155.70 ,$6.63 ,$155.70 
OP-40900332,OUTPATIENT,HCHG CORE CULT NASAL,87070,,306,$401.00 ,$320.80 ,$324.81 ,$324.81 ,$324.81 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$360.90 ,$360.90 ,$360.90 ,$340.85 ,$340.85 ,$340.85 ,$360.90 ,$360.90 ,$8.62 ,$360.90 ,$360.90 ,$360.90 ,$360.90 ,$360.90 ,$8.62 ,$360.90 
OP-40900334,OUTPATIENT,HCHG CORE CULT STL SALM & SHIG,87045,,306,$236.00 ,$188.80 ,$191.16 ,$191.16 ,$191.16 ,$188.80 ,$188.80 ,$188.80 ,$188.80 ,$188.80 ,$188.80 ,$188.80 ,$188.80 ,$212.40 ,$212.40 ,$212.40 ,$200.60 ,$200.60 ,$200.60 ,$212.40 ,$212.40 ,$9.44 ,$212.40 ,$212.40 ,$212.40 ,$212.40 ,$212.40 ,$9.44 ,$212.40 
OP-40900335,OUTPATIENT,HCHG CORE CRYOGLOB QL OR SEMI QL,82595,,301,$85.00 ,$68.00 ,$68.85 ,$68.85 ,$68.85 ,$68.00 ,$68.00 ,$68.00 ,$68.00 ,$68.00 ,$68.00 ,$68.00 ,$68.00 ,$76.50 ,$76.50 ,$76.50 ,$72.25 ,$72.25 ,$72.25 ,$76.50 ,$76.50 ,$6.10 ,$76.50 ,$76.50 ,$76.50 ,$76.50 ,$76.50 ,$6.10 ,$76.50 
OP-40900336,OUTPATIENT,HCHG CORE SMEAR COMPLEX STAIN OVA AND PARASITE,87209,,306,$19.00 ,$15.20 ,$15.39 ,$15.39 ,$15.39 ,$15.20 ,$15.20 ,$15.20 ,$15.20 ,$15.20 ,$15.20 ,$15.20 ,$15.20 ,$17.10 ,$17.10 ,$17.10 ,$16.15 ,$16.15 ,$16.15 ,$17.10 ,$17.10 ,$12.78 ,$17.10 ,$17.10 ,$17.10 ,$17.10 ,$17.10 ,$12.78 ,$17.10 
OP-40900339,OUTPATIENT,HCHG CORE HSV AMPLIFIED PROBE,87529,,306,$225.00 ,$180.00 ,$182.25 ,$182.25 ,$182.25 ,$180.00 ,$180.00 ,$180.00 ,$180.00 ,$180.00 ,$180.00 ,$180.00 ,$180.00 ,$202.50 ,$202.50 ,$202.50 ,$191.25 ,$191.25 ,$191.25 ,$202.50 ,$202.50 ,$35.09 ,$202.50 ,$202.50 ,$202.50 ,$202.50 ,$202.50 ,$35.09 ,$202.50 
OP-40900341,OUTPATIENT,HCHG CORE PROTEIN S FREE,85306,,305,$165.00 ,$132.00 ,$133.65 ,$133.65 ,$133.65 ,$132.00 ,$132.00 ,$132.00 ,$132.00 ,$132.00 ,$132.00 ,$132.00 ,$132.00 ,$148.50 ,$148.50 ,$148.50 ,$140.25 ,$140.25 ,$140.25 ,$148.50 ,$148.50 ,$15.32 ,$148.50 ,$148.50 ,$148.50 ,$148.50 ,$148.50 ,$15.32 ,$148.50 
OP-40900342,OUTPATIENT,HCHG CORE THROMBIN TIME,85670,,305,$52.00 ,$41.60 ,$42.12 ,$42.12 ,$42.12 ,$41.60 ,$41.60 ,$41.60 ,$41.60 ,$41.60 ,$41.60 ,$41.60 ,$41.60 ,$46.80 ,$46.80 ,$46.80 ,$44.20 ,$44.20 ,$44.20 ,$46.80 ,$46.80 ,$5.77 ,$46.80 ,$46.80 ,$46.80 ,$46.80 ,$46.80 ,$5.77 ,$46.80 
OP-40900349,OUTPATIENT,HCHG CORE PLT AGGREGATION EA AGENT,85576,,305,$197.00 ,$157.60 ,$159.57 ,$159.57 ,$159.57 ,$157.60 ,$157.60 ,$157.60 ,$157.60 ,$157.60 ,$157.60 ,$157.60 ,$157.60 ,$177.30 ,$177.30 ,$177.30 ,$167.45 ,$167.45 ,$167.45 ,$177.30 ,$177.30 ,$17.44 ,$177.30 ,$177.30 ,$177.30 ,$177.30 ,$177.30 ,$17.44 ,$177.30 
OP-40900352,OUTPATIENT,HCHG CORE HAV AB IGM,86709,,302,$115.00 ,$92.00 ,$93.15 ,$93.15 ,$93.15 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$103.50 ,$103.50 ,$103.50 ,$97.75 ,$97.75 ,$97.75 ,$103.50 ,$103.50 ,$11.26 ,$103.50 ,$103.50 ,$103.50 ,$103.50 ,$103.50 ,$11.26 ,$103.50 
OP-40900354,OUTPATIENT,HCHG CORE SUSCEPT BY ENZYME DETECT,87185,,306,$34.00 ,$27.20 ,$27.54 ,$27.54 ,$27.54 ,$27.20 ,$27.20 ,$27.20 ,$27.20 ,$27.20 ,$27.20 ,$27.20 ,$27.20 ,$30.60 ,$30.60 ,$30.60 ,$28.90 ,$28.90 ,$28.90 ,$30.60 ,$30.60 ,$0.97 ,$30.60 ,$30.60 ,$30.60 ,$30.60 ,$30.60 ,$0.97 ,$30.60 
OP-40900364,OUTPATIENT,HCHG CORE AG DETECT EIA MULT STEP,87449,,306,$115.00 ,$92.00 ,$93.15 ,$93.15 ,$93.15 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$103.50 ,$103.50 ,$103.50 ,$97.75 ,$97.75 ,$97.75 ,$103.50 ,$103.50 ,$11.98 ,$103.50 ,$103.50 ,$103.50 ,$103.50 ,$103.50 ,$11.98 ,$103.50 
OP-40900365,OUTPATIENT,HCHG CORE HBS AG,87340,,306,$132.00 ,$105.60 ,$106.92 ,$106.92 ,$106.92 ,$105.60 ,$105.60 ,$105.60 ,$105.60 ,$105.60 ,$105.60 ,$105.60 ,$105.60 ,$118.80 ,$118.80 ,$118.80 ,$112.20 ,$112.20 ,$112.20 ,$118.80 ,$118.80 ,$10.33 ,$118.80 ,$118.80 ,$118.80 ,$118.80 ,$118.80 ,$10.33 ,$118.80 
OP-40900369,OUTPATIENT,HCHG CORE HCV AB,86803,,302,$171.00 ,$136.80 ,$138.51 ,$138.51 ,$138.51 ,$136.80 ,$136.80 ,$136.80 ,$136.80 ,$136.80 ,$136.80 ,$136.80 ,$136.80 ,$153.90 ,$153.90 ,$153.90 ,$145.35 ,$145.35 ,$145.35 ,$153.90 ,$153.90 ,$14.27 ,$153.90 ,$153.90 ,$153.90 ,$153.90 ,$153.90 ,$14.27 ,$153.90 
OP-40900370,OUTPATIENT,HCHG CORE HAV AB TOTAL,86708,,302,$115.00 ,$92.00 ,$93.15 ,$93.15 ,$93.15 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$92.00 ,$103.50 ,$103.50 ,$103.50 ,$97.75 ,$97.75 ,$97.75 ,$103.50 ,$103.50 ,$12.39 ,$103.50 ,$103.50 ,$103.50 ,$103.50 ,$103.50 ,$12.39 ,$103.50 
OP-40900372,OUTPATIENT,HCHG CORE HB CORE AB TOTAL,86704,,302,$105.00 ,$84.00 ,$85.05 ,$85.05 ,$85.05 ,$84.00 ,$84.00 ,$84.00 ,$84.00 ,$84.00 ,$84.00 ,$84.00 ,$84.00 ,$94.50 ,$94.50 ,$94.50 ,$89.25 ,$89.25 ,$89.25 ,$94.50 ,$94.50 ,$12.05 ,$94.50 ,$94.50 ,$94.50 ,$94.50 ,$94.50 ,$12.05 ,$94.50 
OP-40900373,OUTPATIENT,HCHG CORE HB CORE AB IGM,86705,,302,$114.00 ,$91.20 ,$92.34 ,$92.34 ,$92.34 ,$91.20 ,$91.20 ,$91.20 ,$91.20 ,$91.20 ,$91.20 ,$91.20 ,$91.20 ,$102.60 ,$102.60 ,$102.60 ,$96.90 ,$96.90 ,$96.90 ,$102.60 ,$102.60 ,$11.77 ,$102.60 ,$102.60 ,$102.60 ,$102.60 ,$102.60 ,$11.77 ,$102.60 
OP-40900374,OUTPATIENT,HCHG CORE HBS AB,86706,,302,$128.00 ,$102.40 ,$103.68 ,$103.68 ,$103.68 ,$102.40 ,$102.40 ,$102.40 ,$102.40 ,$102.40 ,$102.40 ,$102.40 ,$102.40 ,$115.20 ,$115.20 ,$115.20 ,$108.80 ,$108.80 ,$108.80 ,$115.20 ,$115.20 ,$10.74 ,$115.20 ,$115.20 ,$115.20 ,$115.20 ,$115.20 ,$10.74 ,$115.20 
OP-40900375,OUTPATIENT,HCHG CORE MORPHOMETRC ANLYS IN SITU HYBRIDIZTN EA PRB MANUAL,88368,,310,$136.00 ,$108.80 ,$110.16 ,$110.16 ,$110.16 ,$108.80 ,$108.80 ,$108.80 ,$108.80 ,$108.80 ,$108.80 ,$108.80 ,$108.80 ,$122.40 ,$122.40 ,$122.40 ,$115.60 ,$115.60 ,$115.60 ,$122.40 ,$122.40 ,$15.08 ,$122.40 ,$122.40 ,$122.40 ,$122.40 ,$122.40 ,$15.08 ,$122.40 
OP-40900377,OUTPATIENT,HCHG CORE CULT OTHER SOURCE AEROBIC,87070,,306,$401.00 ,$320.80 ,$324.81 ,$324.81 ,$324.81 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$320.80 ,$360.90 ,$360.90 ,$360.90 ,$340.85 ,$340.85 ,$340.85 ,$360.90 ,$360.90 ,$8.62 ,$360.90 ,$360.90 ,$360.90 ,$360.90 ,$360.90 ,$8.62 ,$360.90 
OP-40900393,OUTPATIENT,HCHG CORE GLIADIN AB IGA,83516,,301,$46.00 ,$36.80 ,$37.26 ,$37.26 ,$37.26 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$41.40 ,$41.40 ,$41.40 ,$39.10 ,$39.10 ,$39.10 ,$41.40 ,$41.40 ,$11.53 ,$41.40 ,$41.40 ,$41.40 ,$41.40 ,$41.40 ,$11.53 ,$41.40 
OP-40900394,OUTPATIENT,HCHG CORE FLUORESCENT AB SCRN EA AB,86255,,302,$82.00 ,$65.60 ,$66.42 ,$66.42 ,$66.42 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$73.80 ,$73.80 ,$73.80 ,$69.70 ,$69.70 ,$69.70 ,$73.80 ,$73.80 ,$12.05 ,$73.80 ,$73.80 ,$73.80 ,$73.80 ,$73.80 ,$12.05 ,$73.80 
OP-40900395,OUTPATIENT,HCHG CORE GLIADIN AB IGG,83516,,301,$46.00 ,$36.80 ,$37.26 ,$37.26 ,$37.26 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$41.40 ,$41.40 ,$41.40 ,$39.10 ,$39.10 ,$39.10 ,$41.40 ,$41.40 ,$11.53 ,$41.40 ,$41.40 ,$41.40 ,$41.40 ,$41.40 ,$11.53 ,$41.40 
OP-40900396,OUTPATIENT,HCHG CORE TRANSGLUTAMINASE AB IGG,83516,,301,$46.00 ,$36.80 ,$37.26 ,$37.26 ,$37.26 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$41.40 ,$41.40 ,$41.40 ,$39.10 ,$39.10 ,$39.10 ,$41.40 ,$41.40 ,$11.53 ,$41.40 ,$41.40 ,$41.40 ,$41.40 ,$41.40 ,$11.53 ,$41.40 
OP-40900397,OUTPATIENT,HCHG CORE TRANSGLUTAMINASE AB IGA,83516,,301,$46.00 ,$36.80 ,$37.26 ,$37.26 ,$37.26 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$41.40 ,$41.40 ,$41.40 ,$39.10 ,$39.10 ,$39.10 ,$41.40 ,$41.40 ,$11.53 ,$41.40 ,$41.40 ,$41.40 ,$41.40 ,$41.40 ,$11.53 ,$41.40 
OP-40900401,OUTPATIENT,HCHG CORE CULT SCRN ONLY,87081,,306,$173.00 ,$138.40 ,$140.13 ,$140.13 ,$140.13 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$155.70 ,$155.70 ,$155.70 ,$147.05 ,$147.05 ,$147.05 ,$155.70 ,$155.70 ,$6.63 ,$155.70 ,$155.70 ,$155.70 ,$155.70 ,$155.70 ,$6.63 ,$155.70 
OP-40900409,OUTPATIENT,HCHG CORE SHIGA LIKE TOXIN EIA,87427,,306,$105.00 ,$84.00 ,$85.05 ,$85.05 ,$85.05 ,$84.00 ,$84.00 ,$84.00 ,$84.00 ,$84.00 ,$84.00 ,$84.00 ,$84.00 ,$94.50 ,$94.50 ,$94.50 ,$89.25 ,$89.25 ,$89.25 ,$94.50 ,$94.50 ,$7.06 ,$94.50 ,$94.50 ,$94.50 ,$94.50 ,$94.50 ,$7.06 ,$94.50 
OP-40900410,OUTPATIENT,HCHG CORE SUSCEPT BY E TEST,87181,,306,$72.00 ,$57.60 ,$58.32 ,$58.32 ,$58.32 ,$57.60 ,$57.60 ,$57.60 ,$57.60 ,$57.60 ,$57.60 ,$57.60 ,$57.60 ,$64.80 ,$64.80 ,$64.80 ,$61.20 ,$61.20 ,$61.20 ,$64.80 ,$64.80 ,$1.74 ,$64.80 ,$64.80 ,$64.80 ,$64.80 ,$64.80 ,$1.74 ,$64.80 
OP-40900413,OUTPATIENT,HCHG CORE OCCULT BLD GASTRIC QL,82271,,301,$66.00 ,$52.80 ,$53.46 ,$53.46 ,$53.46 ,$52.80 ,$52.80 ,$52.80 ,$52.80 ,$52.80 ,$52.80 ,$52.80 ,$52.80 ,$59.40 ,$59.40 ,$59.40 ,$56.10 ,$56.10 ,$56.10 ,$59.40 ,$59.40 ,$2.83 ,$59.40 ,$59.40 ,$59.40 ,$59.40 ,$59.40 ,$2.83 ,$59.40 
