Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Central California Alliance for Health,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medi-Cal / California Health & Wellness,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP-30400075,OUTPATIENT,HCHG CT 3D RENDERING INTERP & POSTPROCESS SUPERVISION,76376,,350,$886.00 ,$708.80 ,$726.52 ,$673.36 ,$664.50 ,,$726.52 ,$664.50 ,$655.64 ,$655.64 ,,$753.10 ,$753.10 ,$753.10 ,$753.10 ,,,$726.52 ,$673.36 ,$664.50 ,$726.52 ,$664.50 ,$655.64 ,,,$797.40 ,,$797.40 ,,$558.18 ,$726.52 ,$770.82 ,$753.10 ,,$753.10 ,$753.10 ,$558.18 ,$797.40 
OP-30400076,OUTPATIENT,HCHG CT 3D RENDERING INTERP&POSTPROC DIF WORK STATION,76377,,350,"$1,433.00 ","$1,146.40 ","$1,175.06 ","$1,089.08 ","$1,074.75 ",,"$1,175.06 ","$1,074.75 ","$1,060.42 ","$1,060.42 ",,"$1,218.05 ","$1,218.05 ","$1,218.05 ","$1,218.05 ",,,"$1,175.06 ","$1,089.08 ","$1,074.75 ","$1,175.06 ","$1,074.75 ","$1,060.42 ",,,"$1,289.70 ",,"$1,289.70 ",,$902.79 ,"$1,175.06 ","$1,246.71 ","$1,218.05 ",,"$1,218.05 ","$1,218.05 ",$902.79 ,"$1,289.70 "
OP-30400077,OUTPATIENT,HCHG CT LTD OR FOLLOW-UP STDY,76380,,350,"$1,953.00 ","$1,562.40 ","$1,601.46 ","$1,484.28 ","$1,464.75 ",$95.93 ,"$1,601.46 ","$1,464.75 ","$1,445.22 ","$1,445.22 ",$95.93 ,"$1,660.05 ","$1,660.05 ","$1,660.05 ","$1,660.05 ",$95.93 ,$265.52 ,"$1,601.46 ","$1,484.28 ","$1,464.75 ","$1,601.46 ","$1,464.75 ","$1,445.22 ",$312.38 ,$95.93 ,"$1,757.70 ",$95.93 ,"$1,757.70 ",$95.93 ,$557.23 ,"$1,601.46 ","$1,699.11 ","$1,660.05 ",$95.93 ,"$1,660.05 ","$1,660.05 ",$95.93 ,"$1,757.70 "
OP-30400104,OUTPATIENT,HCHG CT THORAX LW DOSE LUNG CANCER SCR W/O CONTRAST,71271,,350,$304.00 ,$243.20 ,$249.28 ,$231.04 ,$228.00 ,$129.12 ,$249.28 ,$228.00 ,$224.96 ,$224.96 ,$129.12 ,$258.40 ,$258.40 ,$258.40 ,$258.40 ,$129.12 ,$147.87 ,$249.28 ,$231.04 ,$228.00 ,$249.28 ,$228.00 ,$224.96 ,$173.96 ,$129.12 ,$273.60 ,$129.12 ,$273.60 ,$129.12 ,$191.52 ,$249.28 ,$264.48 ,$258.40 ,$129.12 ,$258.40 ,$258.40 ,$129.12 ,$273.60 
OP-30400115,OUTPATIENT,HCHG CT ABD & PELVIS W/O CON,74176,,352,"$5,811.00 ","$4,648.80 ","$4,765.02 ","$4,416.36 ","$4,358.25 ",$272.89 ,"$4,765.02 ","$4,358.25 ","$4,300.14 ","$4,300.14 ",$272.89 ,"$4,939.35 ","$4,939.35 ","$4,939.35 ","$4,939.35 ",$272.89 ,$171.87 ,"$4,765.02 ","$4,416.36 ","$4,358.25 ","$4,765.02 ","$4,358.25 ","$4,300.14 ",$202.20 ,$272.89 ,"$5,229.90 ",$272.89 ,"$5,229.90 ",$272.89 ,"$3,660.93 ","$4,765.02 ","$5,055.57 ","$4,939.35 ",$272.89 ,"$4,939.35 ","$4,939.35 ",$171.87 ,"$5,229.90 "
OP-30400116,OUTPATIENT,HCHG CT ABD & PELVIS W/CON,74177,,352,"$6,949.00 ","$5,559.20 ","$5,698.18 ","$5,281.24 ","$5,211.75 ",$436.72 ,"$5,698.18 ","$5,211.75 ","$5,142.26 ","$5,142.26 ",$436.72 ,"$5,906.65 ","$5,906.65 ","$5,906.65 ","$5,906.65 ",$436.72 ,$344.92 ,"$5,698.18 ","$5,281.24 ","$5,211.75 ","$5,698.18 ","$5,211.75 ","$5,142.26 ",$405.79 ,$436.72 ,"$6,254.10 ",$436.72 ,"$6,254.10 ",$436.72 ,"$4,377.87 ","$5,698.18 ","$6,045.63 ","$5,906.65 ",$436.72 ,"$5,906.65 ","$5,906.65 ",$344.92 ,"$6,254.10 "
OP-30400117,OUTPATIENT,HCHG CT ABD & PELVIS 1+ REGION W/WO CONTRAST,74178,,352,"$7,543.00 ","$6,034.40 ","$6,185.26 ","$5,732.68 ","$5,657.25 ",$436.72 ,"$6,185.26 ","$5,657.25 ","$5,581.82 ","$5,581.82 ",$436.72 ,"$6,411.55 ","$6,411.55 ","$6,411.55 ","$6,411.55 ",$436.72 ,$396.18 ,"$6,185.26 ","$5,732.68 ","$5,657.25 ","$6,185.26 ","$5,657.25 ","$5,581.82 ",$466.09 ,$436.72 ,"$6,788.70 ",$436.72 ,"$6,788.70 ",$436.72 ,"$4,752.09 ","$6,185.26 ","$6,562.41 ","$6,411.55 ",$436.72 ,"$6,411.55 ","$6,411.55 ",$396.18 ,"$6,788.70 "
OP-30400136,OUTPATIENT,HCHG CT LUNG SCREENING LTD,71250,,352,"$3,203.00 ","$2,562.40 ","$2,626.46 ","$2,434.28 ","$2,402.25 ",$129.12 ,"$2,626.46 ","$2,402.25 ","$2,370.22 ","$2,370.22 ",$129.12 ,"$2,722.55 ","$2,722.55 ","$2,722.55 ","$2,722.55 ",$129.12 ,$414.24 ,"$2,626.46 ","$2,434.28 ","$2,402.25 ","$2,626.46 ","$2,402.25 ","$2,370.22 ",$487.35 ,$129.12 ,"$2,882.70 ",$129.12 ,"$2,882.70 ",$129.12 ,$846.66 ,"$2,626.46 ","$2,786.61 ","$2,722.55 ",$129.12 ,"$2,722.55 ","$2,722.55 ",$129.12 ,"$2,882.70 "
OP-30400138,OUTPATIENT,HCHG CT BONE LENGTH STUDY,77073,,350,$631.00 ,$504.80 ,$517.42 ,$479.56 ,$473.25 ,$129.12 ,$517.42 ,$473.25 ,$466.94 ,$466.94 ,$129.12 ,$536.35 ,$536.35 ,$536.35 ,$536.35 ,$129.12 ,$33.24 ,$517.42 ,$479.56 ,$473.25 ,$517.42 ,$473.25 ,$466.94 ,$39.10 ,$129.12 ,$567.90 ,$129.12 ,$567.90 ,$129.12 ,$397.53 ,$517.42 ,$548.97 ,$536.35 ,$129.12 ,$536.35 ,$536.35 ,$33.24 ,$567.90 
OP-30600049,OUTPATIENT,HCHG NM MYOCARDIAL PERFUSION SPECT SINGLE ACQ,78451,,341,"$6,016.00 ","$4,812.80 ","$4,933.12 ","$4,572.16 ","$4,512.00 ","$1,549.79 ","$4,933.12 ","$4,512.00 ","$4,451.84 ","$4,451.84 ","$1,549.79 ","$5,113.60 ","$5,113.60 ","$5,113.60 ","$5,113.60 ","$1,549.79 ",$281.49 ,"$4,933.12 ","$4,572.16 ","$4,512.00 ","$4,933.12 ","$4,512.00 ","$4,451.84 ",$331.17 ,"$1,549.79 ","$5,414.40 ","$1,549.79 ","$5,414.40 ","$1,549.79 ","$3,790.08 ","$4,933.12 ","$5,233.92 ","$5,113.60 ","$1,549.79 ","$5,113.60 ","$5,113.60 ",$281.49 ,"$5,414.40 "
OP-30600050,OUTPATIENT,HCHG NM MYOCARDIAL PERFUSION SPECT MULTI ACQ,78452,,341,"$7,297.00 ","$5,837.60 ","$5,983.54 ","$5,545.72 ","$5,472.75 ","$1,549.79 ","$5,983.54 ","$5,472.75 ","$5,399.78 ","$5,399.78 ","$1,549.79 ","$6,202.45 ","$6,202.45 ","$6,202.45 ","$6,202.45 ","$1,549.79 ",$503.03 ,"$5,983.54 ","$5,545.72 ","$5,472.75 ","$5,983.54 ","$5,472.75 ","$5,399.78 ",$591.80 ,"$1,549.79 ","$6,567.30 ","$1,549.79 ","$6,567.30 ","$1,549.79 ","$4,597.11 ","$5,983.54 ","$6,348.39 ","$6,202.45 ","$1,549.79 ","$6,202.45 ","$6,202.45 ",$503.03 ,"$6,567.30 "
OP-30600059,OUTPATIENT,HCHG NM HEART GATED WALL MOTION (MUGA) SPECT,78494,,341,"$3,106.00 ","$2,484.80 ","$2,546.92 ","$2,360.56 ","$2,329.50 ",$447.06 ,"$2,546.92 ","$2,329.50 ","$2,298.44 ","$2,298.44 ",$447.06 ,"$2,640.10 ","$2,640.10 ","$2,640.10 ","$2,640.10 ",$447.06 ,$518.98 ,"$2,546.92 ","$2,360.56 ","$2,329.50 ","$2,546.92 ","$2,329.50 ","$2,298.44 ",$610.57 ,$447.06 ,"$2,795.40 ",$447.06 ,"$2,795.40 ",$447.06 ,"$1,956.78 ","$2,546.92 ","$2,702.22 ","$2,640.10 ",$447.06 ,"$2,640.10 ","$2,640.10 ",$447.06 ,"$2,795.40 "
OP-30600143,OUTPATIENT,HCHG NM LUNG VENT&PERFUS IMAGE,78582,,341,"$3,556.00 ","$2,844.80 ","$2,915.92 ","$2,702.56 ","$2,667.00 ",$580.35 ,"$2,915.92 ","$2,667.00 ","$2,631.44 ","$2,631.44 ",$580.35 ,"$3,022.60 ","$3,022.60 ","$3,022.60 ","$3,022.60 ",$580.35 ,$425.33 ,"$2,915.92 ","$2,702.56 ","$2,667.00 ","$2,915.92 ","$2,667.00 ","$2,631.44 ",$500.38 ,$580.35 ,"$3,200.40 ",$580.35 ,"$3,200.40 ",$580.35 ,"$2,240.28 ","$2,915.92 ","$3,093.72 ","$3,022.60 ",$580.35 ,"$3,022.60 ","$3,022.60 ",$425.33 ,"$3,200.40 "
OP-30900103,OUTPATIENT,HCHG CA CORONARY THROMBOLYSIS INTRAVENOUS INFUSION,92977,,480,"$1,449.00 ","$1,159.20 ","$1,188.18 ","$1,101.24 ","$1,086.75 ",$378.14 ,"$1,188.18 ","$1,086.75 ","$1,072.26 ","$1,072.26 ",$378.14 ,"$1,231.65 ","$1,231.65 ","$1,231.65 ","$1,231.65 ",$378.14 ,$608.23 ,"$1,188.18 ","$1,101.24 ","$1,086.75 ","$1,188.18 ","$1,086.75 ","$1,072.26 ",$715.56 ,$378.14 ,"$1,304.10 ",$378.14 ,"$1,304.10 ",$378.14 ,$912.87 ,"$1,188.18 ","$1,260.63 ","$1,231.65 ",$378.14 ,"$1,231.65 ","$1,231.65 ",$378.14 ,"$1,304.10 "
OP-32000000,OUTPATIENT,HCHG CA TEMP TRANSCUTANEOUS PACING,92953,,480,$697.00 ,$557.60 ,$571.54 ,$529.72 ,$522.75 ,$666.23 ,$571.54 ,$522.75 ,$515.78 ,$515.78 ,$666.23 ,$592.45 ,$592.45 ,$592.45 ,$592.45 ,$666.23 ,$49.75 ,$571.54 ,$529.72 ,$522.75 ,$571.54 ,$522.75 ,$515.78 ,$58.52 ,$666.23 ,$627.30 ,$666.23 ,$627.30 ,$666.23 ,$439.11 ,$571.54 ,$606.39 ,$592.45 ,$666.23 ,$592.45 ,$592.45 ,$49.75 ,$666.23 
OP-32000001,OUTPATIENT,HCHG CA CARDIOVERSION ELECTRIC EXTERNAL,92960,,480,"$2,924.00 ","$2,339.20 ","$2,397.68 ","$2,222.24 ","$2,193.00 ",$666.23 ,"$2,397.68 ","$2,193.00 ","$2,163.76 ","$2,163.76 ",$666.23 ,"$2,485.40 ","$2,485.40 ","$2,485.40 ","$2,485.40 ",$666.23 ,$298.62 ,"$2,397.68 ","$2,222.24 ","$2,193.00 ","$2,397.68 ","$2,193.00 ","$2,163.76 ",$351.31 ,$666.23 ,"$2,631.60 ",$666.23 ,"$2,631.60 ",$666.23 ,"$1,842.12 ","$2,397.68 ","$2,543.88 ","$2,485.40 ",$666.23 ,"$2,485.40 ","$2,485.40 ",$298.62 ,"$2,631.60 "
OP-32000003,OUTPATIENT,HCHG EKG 12 LEAD TRACING ONLY,93005,,730,$538.00 ,$430.40 ,$441.16 ,$408.88 ,$403.50 ,$66.02 ,$441.16 ,$403.50 ,$398.12 ,$398.12 ,$66.02 ,$457.30 ,$457.30 ,$457.30 ,$457.30 ,$66.02 ,$39.99 ,$441.16 ,$408.88 ,$403.50 ,$441.16 ,$403.50 ,$398.12 ,$47.05 ,$66.02 ,$484.20 ,$66.02 ,$484.20 ,$66.02 ,$338.94 ,$441.16 ,$468.06 ,$457.30 ,$66.02 ,$457.30 ,$457.30 ,$39.99 ,$484.20 
OP-32000006,OUTPATIENT,HCHG CA CARDIAC STRESS TEST,93017,,482,"$1,890.00 ","$1,512.00 ","$1,549.80 ","$1,436.40 ","$1,417.50 ",$313.87 ,"$1,549.80 ","$1,417.50 ","$1,398.60 ","$1,398.60 ",$313.87 ,"$1,606.50 ","$1,606.50 ","$1,606.50 ","$1,606.50 ",$313.87 ,$98.54 ,"$1,549.80 ","$1,436.40 ","$1,417.50 ","$1,549.80 ","$1,417.50 ","$1,398.60 ",$115.93 ,$313.87 ,"$1,701.00 ",$313.87 ,"$1,701.00 ",$313.87 ,"$1,190.70 ","$1,549.80 ","$1,644.30 ","$1,606.50 ",$313.87 ,"$1,606.50 ","$1,606.50 ",$98.54 ,"$1,701.00 "
OP-32000008,OUTPATIENT,HCHG EKG 1-3 LEAD TRACING ONLY,93041,,730,$132.00 ,$105.60 ,$108.24 ,$100.32 ,$99.00 ,$66.02 ,$108.24 ,$99.00 ,$97.68 ,$97.68 ,$66.02 ,$112.20 ,$112.20 ,$112.20 ,$112.20 ,$66.02 ,$12.51 ,$108.24 ,$100.32 ,$99.00 ,$108.24 ,$99.00 ,$97.68 ,$14.72 ,$66.02 ,$118.80 ,$66.02 ,$118.80 ,$66.02 ,$83.16 ,$108.24 ,$114.84 ,$112.20 ,$66.02 ,$112.20 ,$112.20 ,$12.51 ,$118.80 
OP-32000009,OUTPATIENT,HCHG EKG UP TO 48HRS WITH SCANNING RECORDING,93225,,731,$569.00 ,$455.20 ,$466.58 ,$432.44 ,$426.75 ,$133.73 ,$466.58 ,$426.75 ,$421.06 ,$421.06 ,$133.73 ,$483.65 ,$483.65 ,$483.65 ,$483.65 ,$133.73 ,$72.72 ,$466.58 ,$432.44 ,$426.75 ,$466.58 ,$426.75 ,$421.06 ,$85.55 ,$133.73 ,$512.10 ,$133.73 ,$512.10 ,$133.73 ,$358.47 ,$466.58 ,$495.03 ,$483.65 ,$133.73 ,$483.65 ,$483.65 ,$72.72 ,$512.10 
OP-32000010,OUTPATIENT,HCHG EKG UP TO 48 HRS WITH SCANNING ANALYSIS AND REPORT,93226,,731,$831.00 ,$664.80 ,$681.42 ,$631.56 ,$623.25 ,$133.73 ,$681.42 ,$623.25 ,$614.94 ,$614.94 ,$133.73 ,$706.35 ,$706.35 ,$706.35 ,$706.35 ,$133.73 ,$95.10 ,$681.42 ,$631.56 ,$623.25 ,$681.42 ,$623.25 ,$614.94 ,$111.88 ,$133.73 ,$747.90 ,$133.73 ,$747.90 ,$133.73 ,$523.53 ,$681.42 ,$722.97 ,$706.35 ,$133.73 ,$706.35 ,$706.35 ,$95.10 ,$747.90 
OP-32000016,OUTPATIENT,HCHG CA ECHO 2-D CONGENITAL ANOMALY COMPLETE,93303,,483,"$1,324.00 ","$1,059.20 ","$1,085.68 ","$1,006.24 ",$993.00 ,$573.04 ,"$1,085.68 ",$993.00 ,$979.76 ,$979.76 ,$573.04 ,"$1,125.40 ","$1,125.40 ","$1,125.40 ","$1,125.40 ",$573.04 ,$238.23 ,"$1,085.68 ","$1,006.24 ",$993.00 ,"$1,085.68 ",$993.00 ,$979.76 ,$280.27 ,$573.04 ,"$1,191.60 ",$573.04 ,"$1,191.60 ",$573.04 ,$834.12 ,"$1,085.68 ","$1,151.88 ","$1,125.40 ",$573.04 ,"$1,125.40 ","$1,125.40 ",$238.23 ,"$1,191.60 "
OP-32000017,OUTPATIENT,HCHG CA ECHO 2-D CONGENITAL ANOMALY LIMITED,93304,,483,$883.00 ,$706.40 ,$724.06 ,$671.08 ,$662.25 ,$573.04 ,$724.06 ,$662.25 ,$653.42 ,$653.42 ,$573.04 ,$750.55 ,$750.55 ,$750.55 ,$750.55 ,$573.04 ,$120.10 ,$724.06 ,$671.08 ,$662.25 ,$724.06 ,$662.25 ,$653.42 ,$141.30 ,$573.04 ,$794.70 ,$573.04 ,$794.70 ,$573.04 ,$556.29 ,$724.06 ,$768.21 ,$750.55 ,$573.04 ,$750.55 ,$750.55 ,$120.10 ,$794.70 
OP-32000018,OUTPATIENT,HCHG CA ECHO 2-D COMPLETE,93307,,483,"$1,237.00 ",$989.60 ,"$1,014.34 ",$940.12 ,$927.75 ,$272.89 ,"$1,014.34 ",$927.75 ,$915.38 ,$915.38 ,$272.89 ,"$1,051.45 ","$1,051.45 ","$1,051.45 ","$1,051.45 ",$272.89 ,$219.61 ,"$1,014.34 ",$940.12 ,$927.75 ,"$1,014.34 ",$927.75 ,$915.38 ,$258.36 ,$272.89 ,"$1,113.30 ",$272.89 ,"$1,113.30 ",$272.89 ,$779.31 ,"$1,014.34 ","$1,076.19 ","$1,051.45 ",$272.89 ,"$1,051.45 ","$1,051.45 ",$219.61 ,"$1,113.30 "
OP-32000019,OUTPATIENT,HCHG CA ECHO 2-D LIMITED,93308,,483,"$1,343.00 ","$1,074.40 ","$1,101.26 ","$1,020.68 ","$1,007.25 ",$272.89 ,"$1,101.26 ","$1,007.25 ",$993.82 ,$993.82 ,$272.89 ,"$1,141.55 ","$1,141.55 ","$1,141.55 ","$1,141.55 ",$272.89 ,$109.80 ,"$1,101.26 ","$1,020.68 ","$1,007.25 ","$1,101.26 ","$1,007.25 ",$993.82 ,$129.18 ,$272.89 ,"$1,208.70 ",$272.89 ,"$1,208.70 ",$272.89 ,$846.09 ,"$1,101.26 ","$1,168.41 ","$1,141.55 ",$272.89 ,"$1,141.55 ","$1,141.55 ",$109.80 ,"$1,208.70 "
OP-32000020,OUTPATIENT,HCHG ECHO TRANSESOPHAGEAL,93312,,483,"$4,412.00 ","$3,529.60 ","$3,617.84 ","$3,353.12 ","$3,309.00 ",$573.04 ,"$3,617.84 ","$3,309.00 ","$3,264.88 ","$3,264.88 ",$573.04 ,"$3,750.20 ","$3,750.20 ","$3,750.20 ","$3,750.20 ",$573.04 ,$94.94 ,"$3,617.84 ","$3,353.12 ","$3,309.00 ","$3,617.84 ","$3,309.00 ","$3,264.88 ",$111.70 ,$573.04 ,"$3,970.80 ",$573.04 ,"$3,970.80 ",$573.04 ,"$2,779.56 ","$3,617.84 ","$3,838.44 ","$3,750.20 ",$573.04 ,"$3,750.20 ","$3,750.20 ",$94.94 ,"$3,970.80 "
OP-32000021,OUTPATIENT,HCHG ECHO TRANSESOPHAGEAL PROBE PLACEMENT,93313,,483,"$1,321.00 ","$1,056.80 ","$1,083.22 ","$1,003.96 ",$990.75 ,$573.04 ,"$1,083.22 ",$990.75 ,$977.54 ,$977.54 ,$573.04 ,"$1,122.85 ","$1,122.85 ","$1,122.85 ","$1,122.85 ",$573.04 ,,"$1,083.22 ","$1,003.96 ",$990.75 ,"$1,083.22 ",$990.75 ,$977.54 ,,$573.04 ,"$1,188.90 ",$573.04 ,"$1,188.90 ",$573.04 ,$832.23 ,"$1,083.22 ","$1,149.27 ","$1,122.85 ",$573.04 ,"$1,122.85 ","$1,122.85 ",$573.04 ,"$1,188.90 "
OP-32000022,OUTPATIENT,HCHG CA ECHO DOPPLER COMPLETE,93320,,483,$896.00 ,$716.80 ,$734.72 ,$680.96 ,$672.00 ,,$734.72 ,$672.00 ,$663.04 ,$663.04 ,,$761.60 ,$761.60 ,$761.60 ,$761.60 ,,$112.03 ,$734.72 ,$680.96 ,$672.00 ,$734.72 ,$672.00 ,$663.04 ,$131.80 ,,$806.40 ,,$806.40 ,,$564.48 ,$734.72 ,$779.52 ,$761.60 ,,$761.60 ,$761.60 ,$112.03 ,$806.40 
OP-32000023,OUTPATIENT,HCHG CA ECHO DOPPLER LIMITED,93321,,483,$904.00 ,$723.20 ,$741.28 ,$687.04 ,$678.00 ,,$741.28 ,$678.00 ,$668.96 ,$668.96 ,,$768.40 ,$768.40 ,$768.40 ,$768.40 ,,$56.97 ,$741.28 ,$687.04 ,$678.00 ,$741.28 ,$678.00 ,$668.96 ,$67.03 ,,$813.60 ,,$813.60 ,,$569.52 ,$741.28 ,$786.48 ,$768.40 ,,$768.40 ,$768.40 ,$56.97 ,$813.60 
OP-32000024,OUTPATIENT,HCHG CA ECHO DOPPLER COLOR FLOW,93325,,483,$927.00 ,$741.60 ,$760.14 ,$704.52 ,$695.25 ,,$760.14 ,$695.25 ,$685.98 ,$685.98 ,,$787.95 ,$787.95 ,$787.95 ,$787.95 ,,$184.21 ,$760.14 ,$704.52 ,$695.25 ,$760.14 ,$695.25 ,$685.98 ,$216.72 ,,$834.30 ,,$834.30 ,,$584.01 ,$760.14 ,$806.49 ,$787.95 ,,$787.95 ,$787.95 ,$184.21 ,$834.30 
OP-32000025,OUTPATIENT,HCHG CA ECHO 2-D STRESS WO CON,93350,,483,"$2,898.00 ","$2,318.40 ","$2,376.36 ","$2,202.48 ","$2,173.50 ",$573.04 ,"$2,376.36 ","$2,173.50 ","$2,144.52 ","$2,144.52 ",$573.04 ,"$2,463.30 ","$2,463.30 ","$2,463.30 ","$2,463.30 ",$573.04 ,$117.19 ,"$2,376.36 ","$2,202.48 ","$2,173.50 ","$2,376.36 ","$2,173.50 ","$2,144.52 ",$137.87 ,$573.04 ,"$2,608.20 ",$573.04 ,"$2,608.20 ",$573.04 ,"$1,825.74 ","$2,376.36 ","$2,521.26 ","$2,463.30 ",$573.04 ,"$2,463.30 ","$2,463.30 ",$117.19 ,"$2,608.20 "
OP-32000032,OUTPATIENT,HCHG CA CPR,92950,,480,"$1,990.00 ","$1,592.00 ","$1,631.80 ","$1,512.40 ","$1,492.50 ",$313.87 ,"$1,631.80 ","$1,492.50 ","$1,472.60 ","$1,472.60 ",$313.87 ,"$1,691.50 ","$1,691.50 ","$1,691.50 ","$1,691.50 ",$313.87 ,$280.43 ,"$1,631.80 ","$1,512.40 ","$1,492.50 ","$1,631.80 ","$1,492.50 ","$1,472.60 ",$329.91 ,$313.87 ,"$1,791.00 ",$313.87 ,"$1,791.00 ",$313.87 ,"$1,253.70 ","$1,631.80 ","$1,731.30 ","$1,691.50 ",$313.87 ,"$1,691.50 ","$1,691.50 ",$280.43 ,"$1,791.00 "
OP-32000033,OUTPATIENT,HCHG CA ECHO TRANSESOPHAGEAL CONGENITAL ANOMALY,93315,,483,"$4,561.00 ","$3,648.80 ","$3,740.02 ","$3,466.36 ","$3,420.75 ",$573.04 ,"$3,740.02 ","$3,420.75 ","$3,375.14 ","$3,375.14 ",$573.04 ,"$3,876.85 ","$3,876.85 ","$3,876.85 ","$3,876.85 ",$573.04 ,$117.80 ,"$3,740.02 ","$3,466.36 ","$3,420.75 ","$3,740.02 ","$3,420.75 ","$3,375.14 ",$138.58 ,$573.04 ,"$4,104.90 ",$573.04 ,"$4,104.90 ",$573.04 ,"$2,873.43 ","$3,740.02 ","$3,968.07 ","$3,876.85 ",$573.04 ,"$3,876.85 ","$3,876.85 ",$117.80 ,"$4,104.90 "
OP-32000034,OUTPATIENT,HCHG ECHO TRANSESOPHAGEAL MONITORING,93318,,483,"$3,062.00 ","$2,449.60 ","$2,510.84 ","$2,327.12 ","$2,296.50 ",$573.04 ,"$2,510.84 ","$2,296.50 ","$2,265.88 ","$2,265.88 ",$573.04 ,"$2,602.70 ","$2,602.70 ","$2,602.70 ","$2,602.70 ",$573.04 ,$108.80 ,"$2,510.84 ","$2,327.12 ","$2,296.50 ","$2,510.84 ","$2,296.50 ","$2,265.88 ",$128.00 ,$573.04 ,"$2,755.80 ",$573.04 ,"$2,755.80 ",$573.04 ,"$1,929.06 ","$2,510.84 ","$2,663.94 ","$2,602.70 ",$573.04 ,"$2,602.70 ","$2,602.70 ",$108.80 ,"$2,755.80 "
OP-32000045,OUTPATIENT,HCHG CA ECHO 2D COM TRNS W/CON,C8923,,483,"$2,128.00 ","$1,702.40 ","$1,744.96 ","$1,617.28 ","$1,596.00 ",$848.47 ,"$1,744.96 ","$1,596.00 ","$1,574.72 ","$1,574.72 ",$848.47 ,"$1,808.80 ","$1,808.80 ","$1,808.80 ","$1,808.80 ",$848.47 ,,"$1,744.96 ","$1,617.28 ","$1,596.00 ","$1,744.96 ","$1,596.00 ","$1,574.72 ",,$848.47 ,"$1,915.20 ",$848.47 ,"$1,915.20 ",$848.47 ,"$1,340.64 ","$1,744.96 ","$1,851.36 ","$1,808.80 ",$848.47 ,"$1,808.80 ","$1,808.80 ",$848.47 ,"$1,915.20 "
OP-32000047,OUTPATIENT,HCHG CA ECHO 2D TEE W/CON,C8925,,483,"$2,585.00 ","$2,068.00 ","$2,119.70 ","$1,964.60 ","$1,938.75 ",$848.47 ,"$2,119.70 ","$1,938.75 ","$1,912.90 ","$1,912.90 ",$848.47 ,"$2,197.25 ","$2,197.25 ","$2,197.25 ","$2,197.25 ",$848.47 ,,"$2,119.70 ","$1,964.60 ","$1,938.75 ","$2,119.70 ","$1,938.75 ","$1,912.90 ",,$848.47 ,"$2,326.50 ",$848.47 ,"$2,326.50 ",$848.47 ,"$1,628.55 ","$2,119.70 ","$2,248.95 ","$2,197.25 ",$848.47 ,"$2,197.25 ","$2,197.25 ",$848.47 ,"$2,326.50 "
OP-32000048,OUTPATIENT,HCHG CA ECHO CONG TEE W/CON,C8926,,483,"$6,987.00 ","$5,589.60 ","$5,729.34 ","$5,310.12 ","$5,240.25 ",$848.47 ,"$5,729.34 ","$5,240.25 ","$5,170.38 ","$5,170.38 ",$848.47 ,"$5,938.95 ","$5,938.95 ","$5,938.95 ","$5,938.95 ",$848.47 ,,"$5,729.34 ","$5,310.12 ","$5,240.25 ","$5,729.34 ","$5,240.25 ","$5,170.38 ",,$848.47 ,"$6,288.30 ",$848.47 ,"$6,288.30 ",$848.47 ,"$4,401.81 ","$5,729.34 ","$6,078.69 ","$5,938.95 ",$848.47 ,"$5,938.95 ","$5,938.95 ",$848.47 ,"$6,288.30 "
OP-32000049,OUTPATIENT,HCHG CA ECHO TEE W/CON MONTRNG,C8927,,483,"$13,673.00 ","$10,938.40 ","$11,211.86 ","$10,391.48 ","$10,254.75 ",$848.47 ,"$11,211.86 ","$10,254.75 ","$10,118.02 ","$10,118.02 ",$848.47 ,"$11,622.05 ","$11,622.05 ","$11,622.05 ","$11,622.05 ",$848.47 ,,"$11,211.86 ","$10,391.48 ","$10,254.75 ","$11,211.86 ","$10,254.75 ","$10,118.02 ",,$848.47 ,"$12,305.70 ",$848.47 ,"$12,305.70 ",$848.47 ,"$8,613.99 ","$11,211.86 ","$11,895.51 ","$11,622.05 ",$848.47 ,"$11,622.05 ","$11,622.05 ",$848.47 ,"$12,305.70 "
